Serial Number,Timestamp (UTC),Longitude,Latitude,PM1.0 (ug/m3),PM2.5 (ug/m3),PM4.0 (ug/m3),PM10 (ug/m3),PM0.5 NC (#/cm3),PM1.0 NC (#/cm3),PM2.5 NC (#/cm3),PM4.0 NC (#/cm3),PM10 NC (#/cm3),Typical Particle Size (um),PM Sensor Status,Temperature (Celsius),Relative Humidity (%),Device Status
81432039050,10/06/2021 00:06,-78.93806341,36.00346491,5,5,5,5,38,44,44,44,44,0.51,0.0,25.6,37,0.0
81432039072,10/06/2021 00:10,-78.938232,36.001427,10,11,11,11,79,92,93,93,93,0.53,0.0,23.8,82,0.0
81432039074,10/06/2021 00:12,-78.93817,36.0036,10,11,11,11,76,89,89,89,89,0.54,0.0,23.6,83,0.0
81432039053,10/06/2021 00:14,-78.93799635,36.00350901,9,9,9,9,69,80,80,80,80,0.44,0.0,24.2,81,0.0
81432039050,10/06/2021 00:21,-78.93806341,36.00346491,5,5,5,5,38,45,45,45,45,0.5,0.0,25.6,37,0.0
81432039072,10/06/2021 00:25,-78.938232,36.001427,11,11,11,11,80,94,95,95,95,0.54,0.0,23.8,82,0.0
81432039074,10/06/2021 00:27,-78.93817,36.0036,10,11,11,11,75,88,89,89,89,0.54,0.0,23.6,83,0.0
81432039053,10/06/2021 00:29,-78.93799635,36.00350901,9,10,10,10,70,82,82,82,82,0.44,0.0,24.2,81,0.0
81432039050,10/06/2021 00:36,-78.93806341,36.00346491,5,5,5,5,39,45,46,46,46,0.52,0.0,25.5,37,0.0
81432039072,10/06/2021 00:40,-78.938232,36.001427,10,11,11,11,77,91,91,91,91,0.53,0.0,24.0,81,0.0
81432039074,10/06/2021 00:42,-78.93817,36.0036,10,10,10,10,74,87,88,88,88,0.56,0.0,23.9,81,0.0
81432039053,10/06/2021 00:44,-78.93799635,36.00350901,9,9,9,9,67,78,78,78,79,0.44,0.0,24.4,80,0.0
81432039050,10/06/2021 00:51,-78.93806341,36.00346491,5,5,5,5,39,46,46,46,46,0.5,0.0,25.6,37,0.0
81432039072,10/06/2021 00:55,-78.938232,36.001427,10,11,11,11,79,92,93,93,93,0.54,0.0,24.1,80,0.0
81432039074,10/06/2021 00:57,-78.93817,36.0036,10,10,10,10,74,87,87,87,87,0.54,0.0,23.9,81,0.0
81432039053,10/06/2021 00:59,-78.93799635,36.00350901,9,9,9,9,68,79,79,79,79,0.45,0.0,24.6,79,0.0
81432039050,10/06/2021 01:06,-78.93806341,36.00346491,5,5,5,5,40,46,46,46,46,0.51,0.0,25.7,37,0.0
81432039072,10/06/2021 01:10,-78.938232,36.001427,10,11,11,11,79,92,93,93,93,0.54,0.0,24.1,80,0.0
81432039074,10/06/2021 01:12,-78.93817,36.0036,10,11,11,11,77,90,90,91,91,0.55,0.0,23.9,81,0.0
81432039053,10/06/2021 01:14,-78.93799635,36.00350901,9,10,10,10,72,83,84,84,84,0.44,0.0,24.5,79,0.0
81432039050,10/06/2021 01:21,-78.93806341,36.00346491,5,5,5,5,40,46,47,47,47,0.5,0.0,25.8,37,0.0
81432039072,10/06/2021 01:25,-78.938232,36.001427,11,12,12,12,86,101,102,102,102,0.53,0.0,23.9,81,0.0
81432039074,10/06/2021 01:27,-78.93817,36.0036,11,11,11,11,82,96,96,96,96,0.56,0.0,23.8,82,0.0
81432039053,10/06/2021 01:29,-78.93799635,36.00350901,10,10,10,10,75,87,88,88,88,0.45,0.0,24.2,80,0.0
81432039050,10/06/2021 01:36,-78.93806341,36.00346491,5,6,6,6,42,48,49,49,49,0.51,0.0,25.6,37,0.0
81432039072,10/06/2021 01:40,-78.938232,36.001427,12,13,13,13,94,111,111,111,111,0.54,0.0,23.6,82,0.0
81432039074,10/06/2021 01:42,-78.93817,36.0036,12,13,13,13,92,108,109,109,109,0.56,0.0,23.4,83,0.0
81432039053,10/06/2021 01:44,-78.93799635,36.00350901,11,12,12,12,88,102,103,103,103,0.45,0.0,23.8,82,0.0
81432039050,10/06/2021 01:51,-78.93806341,36.00346491,6,6,6,6,45,52,53,53,53,0.5,0.0,25.6,37,0.0
81432039072,10/06/2021 01:55,-78.938232,36.001427,14,14,14,14,103,121,121,121,121,0.55,0.0,23.4,84,0.0
81432039074,10/06/2021 01:57,-78.93817,36.0036,13,14,14,14,97,114,114,114,114,0.57,0.0,23.2,84,0.0
81432039053,10/06/2021 01:59,-78.93799635,36.00350901,12,13,13,13,93,108,108,108,108,0.45,0.0,23.7,83,0.0
81432039050,10/06/2021 02:06,-78.93806341,36.00346491,6,6,6,6,45,53,53,53,53,0.5,0.0,25.5,37,0.0
81432039072,10/06/2021 02:10,-78.938232,36.001427,14,15,15,15,105,123,124,124,124,0.55,0.0,23.2,85,0.0
81432039074,10/06/2021 02:12,-78.93817,36.0036,13,14,14,14,100,117,118,118,118,0.57,0.0,23.1,86,0.0
81432039053,10/06/2021 02:14,-78.93799635,36.00350901,12,13,13,13,93,109,109,109,109,0.45,0.0,23.7,84,0.0
81432039050,10/06/2021 02:21,-78.93806341,36.00346491,6,6,6,6,47,54,55,55,55,0.51,0.0,25.5,37,0.0
81432039072,10/06/2021 02:25,-78.938232,36.001427,13,14,14,14,102,119,120,120,120,0.55,0.0,23.3,85,0.0
81432039074,10/06/2021 02:27,-78.93817,36.0036,13,13,13,13,96,113,113,113,113,0.56,0.0,23.1,85,0.0
81432039053,10/06/2021 02:29,-78.93799635,36.00350901,12,12,12,12,90,104,105,105,105,0.45,0.0,23.7,83,0.0
81432039050,10/06/2021 02:36,-78.93806341,36.00346491,6,6,6,6,47,55,55,55,55,0.52,0.0,25.4,37,0.0
81432039072,10/06/2021 02:40,-78.938232,36.001427,14,15,15,15,104,122,123,123,123,0.55,0.0,23.3,86,0.0
81432039074,10/06/2021 02:42,-78.93817,36.0036,13,14,14,14,99,117,117,117,117,0.57,0.0,23.2,86,0.0
81432039053,10/06/2021 02:44,-78.93799635,36.00350901,12,13,13,13,93,108,108,108,108,0.44,0.0,23.7,84,0.0
81432039050,10/06/2021 02:51,-78.93806341,36.00346491,6,6,6,6,48,55,56,56,56,0.5,0.0,25.5,37,0.0
81432039072,10/06/2021 02:55,-78.938232,36.001427,14,15,15,15,105,123,124,124,124,0.54,0.0,23.5,85,0.0
81432039074,10/06/2021 02:57,-78.93817,36.0036,13,14,14,14,98,115,115,115,115,0.57,0.0,23.3,85,0.0
81432039053,10/06/2021 02:59,-78.93799635,36.00350901,12,13,13,13,94,109,109,109,109,0.45,0.0,23.7,84,0.0
81432039050,10/06/2021 03:06,-78.93806341,36.00346491,6,7,7,7,48,56,56,56,56,0.51,0.0,25.4,37,0.0
81432039072,10/06/2021 03:10,-78.938232,36.001427,14,15,15,15,104,123,123,123,123,0.55,0.0,23.5,84,0.0
81432039074,10/06/2021 03:12,-78.93817,36.0036,13,14,14,14,101,119,120,120,120,0.56,0.0,23.3,85,0.0
81432039053,10/06/2021 03:14,-78.93799635,36.00350901,12,13,13,13,95,110,111,111,111,0.45,0.0,23.7,84,0.0
81432039050,10/06/2021 03:21,-78.93806341,36.00346491,6,7,7,7,50,58,58,58,58,0.51,0.0,25.4,37,0.0
81432039072,10/06/2021 03:25,-78.938232,36.001427,14,15,15,15,109,128,129,129,129,0.54,0.0,23.4,85,0.0
81432039074,10/06/2021 03:27,-78.93817,36.0036,14,14,14,14,102,120,120,121,121,0.56,0.0,23.3,85,0.0
81432039053,10/06/2021 03:29,-78.93799635,36.00350901,13,13,13,13,99,114,115,115,115,0.45,0.0,23.6,84,0.0
81432039050,10/06/2021 03:36,-78.93806341,36.00346491,6,7,7,7,49,56,57,57,57,0.53,0.0,25.4,37,0.0
81432039072,10/06/2021 03:40,-78.938232,36.001427,14,15,15,15,106,125,125,125,125,0.55,0.0,23.3,85,0.0
81432039074,10/06/2021 03:42,-78.93817,36.0036,13,14,14,14,100,118,118,118,118,0.56,0.0,23.1,85,0.0
81432039053,10/06/2021 03:44,-78.93799635,36.00350901,12,13,13,13,95,110,110,110,111,0.45,0.0,23.4,84,0.0
81432039050,10/06/2021 03:51,-78.93806341,36.00346491,6,7,7,7,49,56,57,57,57,0.51,0.0,25.4,37,0.0
81432039072,10/06/2021 03:55,-78.938232,36.001427,14,15,15,15,104,122,123,123,123,0.55,0.0,23.0,84,0.0
81432039074,10/06/2021 03:57,-78.93817,36.0036,13,14,14,14,99,116,117,117,117,0.56,0.0,22.8,85,0.0
81432039053,10/06/2021 03:59,-78.93799635,36.00350901,12,13,13,13,93,108,109,109,109,0.45,0.0,23.1,84,0.0
81432039050,10/06/2021 04:06,-78.93806341,36.00346491,6,7,7,7,48,56,56,56,56,0.52,0.0,25.5,37,0.0
81432039072,10/06/2021 04:10,-78.938232,36.001427,13,14,14,14,100,117,118,118,118,0.55,0.0,22.7,84,0.0
81432039074,10/06/2021 04:12,-78.93817,36.0036,12,13,13,13,94,110,111,111,111,0.56,0.0,22.5,84,0.0
81432039053,10/06/2021 04:14,-78.93799635,36.00350901,11,12,12,12,88,102,103,103,103,0.45,0.0,,,8.0
81432039050,10/06/2021 04:21,-78.93806341,36.00346491,6,7,7,7,49,57,57,57,57,0.51,0.0,25.5,37,0.0
81432039072,10/06/2021 04:25,-78.938232,36.001427,13,14,14,14,102,119,120,120,120,0.54,0.0,22.5,85,0.0
81432039074,10/06/2021 04:27,-78.93817,36.0036,12,13,13,13,93,110,110,110,110,0.56,0.0,22.4,85,0.0
81432039053,10/06/2021 04:29,-78.93799635,36.00350901,11,12,12,12,86,99,100,100,100,0.45,0.0,22.8,84,0.0
81432039050,10/06/2021 04:36,-78.93806341,36.00346491,6,7,7,7,49,57,57,57,57,0.5,0.0,25.7,37,0.0
81432039072,10/06/2021 04:40,-78.938232,36.001427,13,14,14,14,97,114,115,115,115,0.54,0.0,22.6,84,0.0
81432039074,10/06/2021 04:42,-78.93817,36.0036,12,13,13,13,94,111,111,111,111,0.56,0.0,22.5,84,0.0
81432039053,10/06/2021 04:44,-78.93799635,36.00350901,11,12,12,12,87,101,102,102,102,0.45,0.0,22.8,84,0.0
81432039050,10/06/2021 04:51,-78.93806341,36.00346491,6,6,6,6,48,55,56,56,56,0.52,0.0,25.7,37,0.0
81432039072,10/06/2021 04:55,-78.938232,36.001427,13,13,13,13,96,113,113,114,114,0.55,0.0,22.6,84,0.0
81432039074,10/06/2021 04:57,-78.93817,36.0036,12,13,13,13,93,109,110,110,110,0.57,0.0,22.4,85,0.0
81432039053,10/06/2021 04:59,-78.93799635,36.00350901,11,11,11,11,85,98,99,99,99,0.45,0.0,22.8,84,0.0
81432039050,10/06/2021 05:06,-78.93806341,36.00346491,6,6,6,6,46,54,54,54,54,0.51,0.0,25.4,37,0.0
81432039072,10/06/2021 05:10,-78.938232,36.001427,12,13,13,13,94,110,111,111,111,0.55,0.0,22.4,84,0.0
81432039074,10/06/2021 05:12,-78.93817,36.0036,12,13,13,13,93,110,110,110,110,0.57,0.0,22.2,85,0.0
81432039053,10/06/2021 05:14,-78.93799635,36.00350901,11,12,12,12,86,100,101,101,101,0.44,0.0,22.7,83,0.0
81432039050,10/06/2021 05:21,-78.93806341,36.00346491,6,6,6,6,46,54,54,54,54,0.51,0.0,25.4,37,0.0
81432039072,10/06/2021 05:25,-78.938232,36.001427,13,14,14,14,101,118,119,119,119,0.56,0.0,22.3,86,0.0
81432039074,10/06/2021 05:27,-78.93817,36.0036,12,13,13,13,95,111,112,112,112,0.56,0.0,22.1,86,0.0
81432039053,10/06/2021 05:29,-78.93799635,36.00350901,11,12,12,12,89,103,104,104,104,0.45,0.0,22.7,84,0.0
81432039050,10/06/2021 05:36,-78.93806341,36.00346491,6,6,6,6,47,54,55,55,55,0.51,0.0,25.5,37,0.0
81432039072,10/06/2021 05:40,-78.938232,36.001427,13,14,14,14,101,118,119,119,119,0.56,0.0,22.1,85,0.0
81432039074,10/06/2021 05:42,-78.93817,36.0036,13,13,13,13,96,112,113,113,113,0.57,0.0,21.9,86,0.0
81432039053,10/06/2021 05:44,-78.93799635,36.00350901,12,12,12,12,92,106,107,107,107,0.45,0.0,22.5,84,0.0
81432039050,10/06/2021 05:51,-78.93806341,36.00346491,6,6,6,6,47,55,55,55,55,0.52,0.0,25.5,37,0.0
81432039072,10/06/2021 05:55,-78.938232,36.001427,14,15,15,15,107,126,126,126,126,0.55,0.0,22.1,86,0.0
81432039074,10/06/2021 05:57,-78.93817,36.0036,13,14,14,14,100,118,119,119,119,0.57,0.0,22.0,87,0.0
81432039053,10/06/2021 05:59,-78.93799635,36.00350901,12,13,13,13,96,111,112,112,112,0.45,0.0,22.6,85,0.0
81432039050,10/06/2021 06:06,-78.93806341,36.00346491,6,6,6,6,46,54,54,54,54,0.51,0.0,25.6,37,0.0
81432039072,10/06/2021 06:10,-78.938232,36.001427,14,15,15,15,105,124,124,124,124,0.54,0.0,22.1,86,0.0
81432039074,10/06/2021 06:12,-78.93817,36.0036,13,14,14,14,100,117,118,118,118,0.57,0.0,21.9,87,0.0
81432039053,10/06/2021 06:14,-78.93799635,36.00350901,12,13,13,13,97,112,113,113,113,0.46,0.0,22.4,85,0.0
81432039050,10/06/2021 06:21,-78.93806341,36.00346491,6,6,6,6,47,55,55,55,55,0.5,0.0,25.5,37,0.0
81432039072,10/06/2021 06:25,-78.938232,36.001427,14,15,15,15,107,125,126,126,126,0.56,0.0,22.2,87,0.0
81432039074,10/06/2021 06:27,-78.93817,36.0036,13,14,14,14,100,118,118,118,118,0.57,0.0,22.1,88,0.0
81432039053,10/06/2021 06:29,-78.93799635,36.00350901,12,13,13,13,95,111,111,111,111,0.45,0.0,22.7,85,0.0
81432039050,10/06/2021 06:36,-78.93806341,36.00346491,6,6,6,6,47,55,55,55,55,0.51,0.0,25.4,37,0.0
81432039072,10/06/2021 06:40,-78.938232,36.001427,13,14,14,14,99,116,117,117,117,0.55,0.0,22.3,86,0.0
81432039074,10/06/2021 06:42,-78.93817,36.0036,12,13,13,13,94,111,112,112,112,0.57,0.0,22.1,86,0.0
81432039053,10/06/2021 06:44,-78.93799635,36.00350901,11,12,12,12,90,104,104,105,105,0.45,0.0,22.7,84,0.0
81432039050,10/06/2021 06:51,-78.93806341,36.00346491,6,6,6,6,47,54,55,55,55,0.51,0.0,25.4,37,0.0
81432039072,10/06/2021 06:55,-78.938232,36.001427,14,15,15,15,108,126,127,127,127,0.55,0.0,22.3,87,0.0
81432039074,10/06/2021 06:57,-78.93817,36.0036,13,14,14,14,102,120,120,120,120,0.56,0.0,22.1,88,0.0
81432039053,10/06/2021 07:05,-78.93799635,36.00350901,13,13,13,13,100,116,116,117,117,0.45,0.0,22.6,85,0.0
81432039050,10/06/2021 07:06,-78.93806341,36.00346491,6,6,6,6,48,56,56,56,56,0.51,0.0,25.4,37,0.0
81432039072,10/06/2021 07:10,-78.938232,36.001427,14,15,15,15,110,129,129,129,129,0.55,0.0,22.3,86,0.0
81432039074,10/06/2021 07:12,-78.93817,36.0036,13,14,14,14,103,121,122,122,122,0.57,0.0,22.1,87,0.0
81432039053,10/06/2021 07:20,-78.93799635,36.00350901,12,13,13,13,98,114,115,115,115,0.46,0.0,22.7,84,0.0
81432039050,10/06/2021 07:21,-78.93806341,36.00346491,6,6,6,6,48,56,56,56,56,0.52,0.0,25.5,37,0.0
81432039072,10/06/2021 07:25,-78.938232,36.001427,14,15,15,15,107,125,126,126,126,0.55,0.0,22.1,86,0.0
81432039074,10/06/2021 07:27,-78.93817,36.0036,13,14,14,14,101,118,119,119,119,0.58,0.0,22.0,87,0.0
81432039053,10/06/2021 07:35,-78.93799635,36.00350901,12,12,12,12,92,107,108,108,108,0.45,0.0,22.4,84,0.0
81432039050,10/06/2021 07:36,-78.93806341,36.00346491,6,6,6,6,47,55,55,55,55,0.52,0.0,25.5,37,0.0
81432039072,10/06/2021 07:40,-78.938232,36.001427,13,14,14,14,102,120,120,120,120,0.54,0.0,22.0,86,0.0
81432039074,10/06/2021 07:42,-78.93817,36.0036,14,14,14,14,104,123,123,123,123,0.57,0.0,21.8,87,0.0
81432039053,10/06/2021 07:50,-78.93799635,36.00350901,15,15,15,15,116,134,135,135,135,0.46,0.0,22.3,85,0.0
81432039050,10/06/2021 07:51,-78.93806341,36.00346491,6,7,7,7,49,57,57,57,57,0.51,0.0,25.5,37,0.0
81432039072,10/06/2021 07:55,-78.938232,36.001427,18,19,19,19,139,163,163,164,164,0.54,0.0,22.0,87,0.0
81432039074,10/06/2021 07:57,-78.93817,36.0036,17,18,18,18,132,155,156,156,156,0.55,0.0,21.9,88,0.0
81432039053,10/06/2021 08:05,-78.93799635,36.00350901,15,16,16,16,122,142,142,142,142,0.44,0.0,22.4,86,0.0
81432039050,10/06/2021 08:06,-78.93806341,36.00346491,7,8,8,8,56,65,65,65,65,0.51,0.0,25.8,37,0.0
81432039072,10/06/2021 08:10,-78.938232,36.001427,18,19,19,19,136,159,160,160,160,0.51,0.0,22.2,87,0.0
81432039074,10/06/2021 08:12,-78.93817,36.0036,17,18,18,18,130,152,153,153,153,0.52,0.0,22.1,88,0.0
81432039053,10/06/2021 08:20,-78.93799635,36.00350901,13,14,14,14,103,120,120,120,120,0.44,0.0,22.6,85,0.0
81432039050,10/06/2021 08:21,-78.93806341,36.00346491,7,8,8,8,58,67,67,67,67,0.48,0.0,25.5,37,0.0
81432039072,10/06/2021 08:25,-78.938232,36.001427,14,15,15,15,109,128,129,129,129,0.52,0.0,22.2,86,0.0
81432039074,10/06/2021 08:27,-78.93817,36.0036,13,14,14,14,103,121,122,122,122,0.53,0.0,22.0,86,0.0
81432039053,10/06/2021 08:35,-78.93799635,36.00350901,11,12,12,12,90,105,105,105,105,0.44,0.0,22.4,84,0.0
81432039050,10/06/2021 08:36,-78.93806341,36.00346491,7,7,7,7,51,60,60,60,60,0.48,0.0,25.5,37,0.0
81432039072,10/06/2021 08:40,-78.938232,36.001427,13,14,14,14,101,119,119,119,119,0.54,0.0,22.0,85,0.0
81432039074,10/06/2021 08:42,-78.93817,36.0036,13,13,13,13,96,113,114,114,114,0.54,0.0,21.8,86,0.0
81432039053,10/06/2021 08:50,-78.93799635,36.00350901,11,12,12,12,90,104,105,105,105,0.45,0.0,22.2,85,0.0
81432039050,10/06/2021 08:51,-78.93806341,36.00346491,6,7,7,7,49,57,57,57,57,0.49,0.0,25.5,37,0.0
81432039072,10/06/2021 08:55,-78.938232,36.001427,23,24,24,24,178,208,209,209,210,0.54,0.0,21.9,87,0.0
81432039074,10/06/2021 08:57,-78.93817,36.0036,24,25,25,25,181,213,214,214,214,0.55,0.0,21.8,88,0.0
81432039053,10/06/2021 09:05,-78.93799635,36.00350901,23,25,25,25,184,214,214,215,215,0.44,0.0,22.3,86,0.0
81432039050,10/06/2021 09:06,-78.93806341,36.00346491,8,9,9,9,65,76,76,76,76,0.5,0.0,25.4,37,0.0
81432039072,10/06/2021 09:10,-78.938232,36.001427,19,20,20,20,142,167,168,168,168,0.51,0.0,22.1,87,0.0
81432039074,10/06/2021 09:12,-78.93817,36.0036,16,17,17,17,123,145,145,145,145,0.53,0.0,21.9,88,0.0
81432039053,10/06/2021 09:20,-78.93799635,36.00350901,15,16,16,16,121,141,141,141,141,0.44,0.0,22.3,86,0.0
81432039050,10/06/2021 09:21,-78.93806341,36.00346491,8,8,8,8,59,69,69,69,69,0.5,0.0,25.4,37,0.0
81432039072,10/06/2021 09:25,-78.938232,36.001427,18,19,19,19,136,160,161,161,161,0.51,0.0,22.1,87,0.0
81432039074,10/06/2021 09:27,-78.93817,36.0036,17,18,18,18,133,157,158,158,158,0.51,0.0,21.9,87,0.0
81432039053,10/06/2021 09:35,-78.93799635,36.00350901,14,14,14,14,107,124,125,125,125,0.43,0.0,22.3,86,0.0
81432039050,10/06/2021 09:36,-78.93806341,36.00346491,7,8,8,8,56,66,66,66,66,0.48,0.0,25.4,37,0.0
81432039072,10/06/2021 09:40,-78.938232,36.001427,14,15,15,15,111,130,131,131,131,0.52,0.0,,,8.0
81432039074,10/06/2021 09:42,-78.93817,36.0036,13,14,14,14,99,117,117,117,117,0.54,0.0,21.9,87,0.0
81432039053,10/06/2021 09:50,-78.93799635,36.00350901,10,11,11,11,80,93,94,94,94,0.44,0.0,22.3,85,0.0
81432039050,10/06/2021 09:51,-78.93806341,36.00346491,6,6,6,6,47,55,55,55,55,0.49,0.0,25.2,38,0.0
81432039072,10/06/2021 09:55,-78.938232,36.001427,11,12,12,12,88,103,103,103,103,0.53,0.0,22.2,86,0.0
81432039074,10/06/2021 09:57,-78.93817,36.0036,11,11,11,11,82,97,97,97,97,0.57,0.0,21.9,87,0.0
81432039053,10/06/2021 10:05,-78.93799635,36.00350901,9,10,10,10,73,85,86,86,86,0.45,0.0,22.4,85,0.0
81432039050,10/06/2021 10:06,-78.93806341,36.00346491,5,6,6,6,41,48,48,48,48,0.5,0.0,25.0,38,0.0
81432039072,10/06/2021 10:10,-78.938232,36.001427,11,11,11,11,82,96,97,97,97,0.54,0.0,22.2,86,0.0
81432039074,10/06/2021 10:12,-78.93817,36.0036,10,11,11,11,78,91,92,92,92,0.56,0.0,22.0,87,0.0
81432039053,10/06/2021 10:20,-78.93799635,36.00350901,9,10,10,10,75,87,87,87,87,0.46,0.0,22.5,84,0.0
81432039050,10/06/2021 10:21,-78.93806341,36.00346491,5,5,5,5,39,45,46,46,46,0.51,0.0,24.9,38,0.0
81432039072,10/06/2021 10:25,-78.938232,36.001427,11,12,12,12,85,100,101,101,101,0.54,0.0,22.2,86,0.0
81432039074,10/06/2021 10:27,-78.93817,36.0036,11,11,11,11,82,96,97,97,97,0.56,0.0,22.0,87,0.0
81432039053,10/06/2021 10:35,-78.93799635,36.00350901,10,10,10,10,78,90,91,91,91,0.44,0.0,22.5,85,0.0
81432039050,10/06/2021 10:36,-78.93806341,36.00346491,5,5,5,5,38,45,45,45,45,0.51,0.0,24.8,38,0.0
81432039072,10/06/2021 10:40,-78.938232,36.001427,12,12,12,12,89,105,105,105,105,0.55,0.0,,,8.0
81432039074,10/06/2021 10:42,-78.93817,36.0036,11,12,12,12,85,100,100,100,100,0.56,0.0,22.1,86,0.0
81432039053,10/06/2021 10:50,-78.93799635,36.00350901,10,10,10,10,77,90,90,90,90,0.45,0.0,22.4,85,0.0
81432039050,10/06/2021 10:51,-78.93806341,36.00346491,5,5,5,5,40,47,47,47,47,0.51,0.0,24.7,38,0.0
81432039072,10/06/2021 10:55,-78.938232,36.001427,11,12,12,12,84,99,99,99,99,0.53,0.0,22.2,85,0.0
81432039074,10/06/2021 10:57,-78.93817,36.0036,11,11,11,11,81,96,96,96,96,0.56,0.0,21.9,87,0.0
81432039053,10/06/2021 11:05,-78.93799635,36.00350901,9,10,10,10,75,87,87,87,87,0.45,0.0,22.3,85,0.0
81432039050,10/06/2021 11:06,-78.93806341,36.00346491,5,5,5,5,38,45,45,45,45,0.5,0.0,24.7,39,0.0
81432039072,10/06/2021 11:10,-78.938232,36.001427,11,12,12,12,85,100,100,100,100,0.54,0.0,22.1,86,0.0
81432039074,10/06/2021 11:12,-78.93817,36.0036,10,11,11,11,79,93,94,94,94,0.55,0.0,21.9,87,0.0
81432039053,10/06/2021 11:20,-78.93799635,36.00350901,10,10,10,10,76,89,89,89,89,0.45,0.0,22.3,85,0.0
81432039050,10/06/2021 11:21,-78.93806341,36.00346491,5,5,5,5,38,44,44,44,44,0.51,0.0,24.9,38,0.0
81432039072,10/06/2021 11:25,-78.938232,36.001427,11,12,12,12,84,98,99,99,99,0.54,0.0,22.1,86,0.0
81432039074,10/06/2021 11:27,-78.93817,36.0036,10,11,11,11,79,93,94,94,94,0.56,0.0,21.9,87,0.0
81432039053,10/06/2021 11:35,-78.93799635,36.00350901,10,10,10,10,78,90,91,91,91,0.45,0.0,22.3,85,0.0
81432039050,10/06/2021 11:36,-78.93806341,36.00346491,5,5,5,5,38,44,44,44,44,0.51,0.0,24.8,38,0.0
81432039072,10/06/2021 11:40,-78.938232,36.001427,11,12,12,12,87,102,103,103,103,0.54,0.0,22.1,86,0.0
81432039074,10/06/2021 11:42,-78.93817,36.0036,11,11,11,11,83,98,98,98,98,0.57,0.0,21.9,87,0.0
81432039053,10/06/2021 11:50,-78.93799635,36.00350901,10,10,10,10,78,91,91,91,91,0.46,0.0,22.4,85,0.0
81432039050,10/06/2021 11:51,-78.93806341,36.00346491,5,5,5,5,39,45,46,46,46,0.51,0.0,24.5,39,0.0
81432039072,10/06/2021 11:55,-78.938232,36.001427,12,12,12,12,89,104,105,105,105,0.53,0.0,22.2,86,0.0
81432039074,10/06/2021 11:57,-78.93817,36.0036,11,12,12,12,84,99,99,99,99,0.57,0.0,22.1,86,0.0
81432039053,10/06/2021 12:05,-78.93799635,36.00350901,10,10,10,10,78,91,91,91,91,0.45,0.0,22.6,84,0.0
81432039050,10/06/2021 12:06,-78.93806341,36.00346491,5,5,5,5,39,45,45,45,45,0.5,0.0,24.3,39,0.0
81432039072,10/06/2021 12:10,-78.938232,36.001427,11,12,12,12,84,98,99,99,99,0.53,0.0,22.5,85,0.0
81432039074,10/06/2021 12:12,-78.93817,36.0036,10,11,11,11,78,92,92,92,92,0.56,0.0,22.3,85,0.0
81432039053,10/06/2021 12:20,-78.93799635,36.00350901,9,10,10,10,71,83,83,83,83,0.44,0.0,22.9,83,0.0
81432039050,10/06/2021 12:21,-78.93806341,36.00346491,5,5,5,5,37,43,43,43,43,0.51,0.0,24.3,39,0.0
81432039072,10/06/2021 12:25,-78.938232,36.001427,10,11,11,11,77,90,91,91,91,0.53,0.0,22.7,84,0.0
81432039074,10/06/2021 12:27,-78.93817,36.0036,9,10,10,10,71,83,84,84,84,0.55,0.0,22.6,84,0.0
81432039053,10/06/2021 12:35,-78.93799635,36.00350901,8,8,8,8,63,73,73,73,73,0.45,0.0,23.2,83,0.0
81432039050,10/06/2021 12:36,-78.93806341,36.00346491,4,5,5,5,35,41,41,41,41,0.48,0.0,24.4,39,0.0
81432039072,10/06/2021 12:40,-78.938232,36.001427,9,10,10,10,71,84,84,84,84,0.53,0.0,23.3,82,0.0
81432039074,10/06/2021 12:42,-78.93817,36.0036,9,9,9,9,68,79,80,80,80,0.54,0.0,23.2,82,0.0
81432039053,10/06/2021 12:50,-78.93799635,36.00350901,8,8,8,8,61,71,72,72,72,0.44,0.0,23.7,81,0.0
81432039050,10/06/2021 12:51,-78.93806341,36.00346491,4,4,4,4,33,38,38,38,38,0.49,0.0,24.5,39,0.0
81432039072,10/06/2021 12:55,-78.938232,36.001427,9,9,9,9,67,78,79,79,79,0.52,0.0,23.7,81,0.0
81432039074,10/06/2021 12:57,-78.93817,36.0036,8,9,9,9,62,73,73,73,73,0.55,0.0,23.6,81,0.0
81432039053,10/06/2021 13:05,-78.93799635,36.00350901,7,8,8,8,56,65,66,66,66,0.45,0.0,24.1,80,0.0
81432039050,10/06/2021 13:06,-78.93806341,36.00346491,4,4,4,4,32,37,37,37,37,0.49,0.0,24.6,39,0.0
81432039072,10/06/2021 13:10,-78.938232,36.001427,8,9,9,9,62,72,73,73,73,0.52,0.0,24.3,79,0.0
81432039074,10/06/2021 13:12,-78.93817,36.0036,8,8,8,8,58,68,69,69,69,0.55,0.0,24.2,79,0.0
81432039053,10/06/2021 13:20,-78.93799635,36.00350901,6,7,7,7,49,57,57,57,57,0.45,0.0,24.8,79,0.0
81432039050,10/06/2021 13:21,-78.93806341,36.00346491,4,4,4,4,30,35,35,35,35,0.49,0.0,24.6,39,0.0
81432039072,10/06/2021 13:25,-78.938232,36.001427,8,8,8,8,57,66,67,67,67,0.53,0.0,25.1,77,0.0
81432039074,10/06/2021 13:27,-78.93817,36.0036,7,8,8,8,53,62,62,62,62,0.53,0.0,25.2,77,0.0
