Serial Number,Timestamp (UTC),Longitude,Latitude,PM1.0 (ug/m3),PM2.5 (ug/m3),PM4.0 (ug/m3),PM10 (ug/m3),PM0.5 NC (#/cm3),PM1.0 NC (#/cm3),PM2.5 NC (#/cm3),PM4.0 NC (#/cm3),PM10 NC (#/cm3),Typical Particle Size (um),PM Sensor Status,Temperature (Celsius),Relative Humidity (%),Device Status
81432039072,11/19/2021 02:10,-78.938232,36.001427,9,9,9,9,67,78,79,79,79,0.49,0.0,19.4,68,0.0
81432039074,11/19/2021 02:11,-78.93817,36.0036,9,9,9,9,70,82,83,83,83,0.5,0.0,19.6,67,0.0
81432039050,11/19/2021 02:21,-78.93806341,36.00346491,3,3,3,3,23,26,26,26,26,0.47,0.0,25.8,36,0.0
81432039053,11/19/2021 02:21,-78.93799635,36.00350901,8,8,8,8,61,70,71,71,71,0.45,0.0,20.0,67,0.0
81432039072,11/19/2021 02:25,-78.938232,36.001427,8,9,9,9,66,77,78,78,78,0.49,0.0,19.7,67,0.0
81432039074,11/19/2021 02:26,-78.93817,36.0036,9,9,9,9,67,79,79,79,79,0.49,0.0,19.8,66,0.0
81432039050,11/19/2021 02:36,-78.93806341,36.00346491,3,3,3,3,21,24,24,24,24,0.48,0.0,25.6,37,0.0
81432039053,11/19/2021 02:36,-78.93799635,36.00350901,7,7,7,7,53,62,62,62,62,0.44,0.0,20.2,66,0.0
81432039072,11/19/2021 02:40,-78.938232,36.001427,7,8,8,8,58,69,69,69,69,0.49,0.0,19.9,66,0.0
81432039074,11/19/2021 02:41,-78.93817,36.0036,8,8,8,8,60,71,71,71,71,0.48,0.0,20.0,66,0.0
81432039050,11/19/2021 02:51,-78.93806341,36.00346491,3,3,3,3,21,24,24,24,24,0.46,0.0,25.6,37,0.0
81432039053,11/19/2021 02:51,-78.93799635,36.00350901,7,7,7,7,54,63,63,63,63,0.43,0.0,20.3,65,0.0
81432039072,11/19/2021 02:55,-78.938232,36.001427,8,8,8,8,60,70,71,71,71,0.49,0.0,,,8.0
81432039074,11/19/2021 02:56,-78.93817,36.0036,8,9,9,9,63,74,74,74,74,0.49,0.0,20.0,65,0.0
81432039050,11/19/2021 03:06,-78.93806341,36.00346491,3,3,3,3,20,23,23,23,23,0.46,0.0,25.7,36,0.0
81432039053,11/19/2021 03:06,-78.93799635,36.00350901,7,7,7,7,54,63,63,63,63,0.43,0.0,20.2,65,0.0
81432039072,11/19/2021 03:10,-78.938232,36.001427,7,8,8,8,58,69,69,69,69,0.49,0.0,19.9,66,0.0
81432039074,11/19/2021 03:11,-78.93817,36.0036,8,8,8,8,62,73,74,74,74,0.5,0.0,19.9,65,0.0
81432039050,11/19/2021 03:21,-78.93806341,36.00346491,3,3,3,3,20,23,23,23,23,0.46,0.0,25.7,36,0.0
81432039053,11/19/2021 03:21,-78.93799635,36.00350901,7,7,7,7,53,61,62,62,62,0.44,0.0,20.2,65,0.0
81432039072,11/19/2021 03:25,-78.938232,36.001427,7,8,8,8,56,66,66,66,66,0.48,0.0,19.8,66,0.0
81432039074,11/19/2021 03:26,-78.93817,36.0036,7,8,8,8,58,68,69,69,69,0.49,0.0,19.9,65,0.0
81432039050,11/19/2021 03:36,-78.93806341,36.00346491,2,3,3,3,19,22,22,22,22,0.45,0.0,25.8,36,0.0
81432039053,11/19/2021 03:36,-78.93799635,36.00350901,6,6,6,6,49,57,57,57,57,0.43,0.0,20.2,65,0.0
81432039072,11/19/2021 03:40,-78.938232,36.001427,6,6,6,6,45,53,53,53,53,0.47,0.0,19.8,65,0.0
81432039074,11/19/2021 03:41,-78.93817,36.0036,6,6,6,6,45,53,54,54,54,0.48,0.0,20.0,63,0.0
81432039050,11/19/2021 03:51,-78.93806341,36.00346491,2,2,2,2,14,16,16,16,16,0.45,0.0,25.7,36,0.0
81432039053,11/19/2021 03:51,-78.93799635,36.00350901,2,2,2,2,14,17,17,17,17,0.43,0.0,18.7,61,0.0
81432039072,11/19/2021 03:55,-78.938232,36.001427,1,1,1,1,7,9,9,9,9,0.5,0.0,18.5,58,0.0
81432039074,11/19/2021 03:56,-78.93817,36.0036,1,1,1,1,7,8,8,8,8,0.48,0.0,18.6,57,0.0
81432039050,11/19/2021 04:06,-78.93806341,36.00346491,1,1,1,1,6,7,7,7,7,0.47,0.0,25.7,36,0.0
81432039053,11/19/2021 04:06,-78.93799635,36.00350901,0,0,0,0,4,5,5,5,5,0.45,0.0,16.9,60,0.0
81432039072,11/19/2021 04:10,-78.938232,36.001427,0,0,0,0,3,3,3,3,3,0.51,0.0,17.0,58,0.0
81432039074,11/19/2021 04:11,-78.93817,36.0036,0,0,0,0,3,4,4,4,4,0.48,0.0,17.3,56,0.0
81432039050,11/19/2021 04:21,-78.93806341,36.00346491,0,0,0,0,3,4,4,4,4,0.47,0.0,25.8,37,0.0
81432039053,11/19/2021 04:21,-78.93799635,36.00350901,0,0,0,0,3,3,3,3,3,0.48,0.0,16.0,60,0.0
81432039072,11/19/2021 04:25,-78.938232,36.001427,0,0,0,0,3,3,3,3,3,0.5,0.0,16.1,58,0.0
81432039074,11/19/2021 04:26,-78.93817,36.0036,0,0,0,0,3,3,3,3,3,0.5,0.0,16.2,57,0.0
81432039050,11/19/2021 04:36,-78.93806341,36.00346491,0,0,0,0,2,3,3,3,3,0.47,0.0,26.1,37,0.0
81432039053,11/19/2021 04:36,-78.93799635,36.00350901,0,0,0,0,3,3,3,3,3,0.48,0.0,15.7,59,0.0
81432039072,11/19/2021 04:40,-78.938232,36.001427,0,0,0,0,3,3,3,3,3,0.52,0.0,15.8,57,0.0
81432039074,11/19/2021 04:41,-78.93817,36.0036,0,0,0,0,3,3,3,3,3,0.51,0.0,15.9,56,0.0
81432039050,11/19/2021 04:51,-78.93806341,36.00346491,0,0,0,0,2,2,2,2,2,0.47,0.0,25.9,36,0.0
81432039053,11/19/2021 04:51,-78.93799635,36.00350901,0,0,0,0,3,4,4,4,4,0.48,0.0,15.6,56,0.0
81432039072,11/19/2021 04:55,-78.938232,36.001427,0,0,0,0,3,3,3,3,3,0.51,0.0,,,8.0
81432039074,11/19/2021 04:56,-78.93817,36.0036,0,0,0,0,3,3,3,3,3,0.51,0.0,15.7,54,0.0
81432039050,11/19/2021 05:06,-78.93806341,36.00346491,0,0,0,0,1,2,2,2,2,0.48,0.0,25.8,35,0.0
81432039053,11/19/2021 05:06,-78.93799635,36.00350901,0,0,0,0,3,3,3,3,3,0.49,0.0,15.3,54,0.0
81432039072,11/19/2021 05:10,-78.938232,36.001427,0,0,0,0,2,3,3,3,3,0.52,0.0,15.3,53,0.0
81432039074,11/19/2021 05:11,-78.93817,36.0036,0,0,0,0,3,3,3,3,3,0.52,0.0,,,8.0
81432039050,11/19/2021 05:21,-78.93806341,36.00346491,0,0,0,0,1,1,1,1,1,0.47,0.0,25.7,33,0.0
81432039053,11/19/2021 05:21,-78.93799635,36.00350901,0,0,0,0,3,3,3,3,3,0.49,0.0,14.8,47,0.0
81432039072,11/19/2021 05:25,-78.938232,36.001427,0,0,0,0,2,3,3,3,3,0.54,0.0,14.8,44,0.0
81432039074,11/19/2021 05:26,-78.93817,36.0036,0,0,0,0,2,3,3,3,3,0.52,0.0,15.0,42,0.0
81432039050,11/19/2021 05:36,-78.93806341,36.00346491,0,0,0,0,1,2,2,2,2,0.47,0.0,25.7,30,0.0
81432039053,11/19/2021 05:36,-78.93799635,36.00350901,0,0,0,0,3,3,3,3,3,0.5,0.0,14.6,41,0.0
81432039072,11/19/2021 05:40,-78.938232,36.001427,0,0,0,0,2,3,3,3,3,0.55,0.0,14.6,40,0.0
81432039074,11/19/2021 05:41,-78.93817,36.0036,0,0,0,0,3,3,3,3,3,0.53,0.0,14.8,38,0.0
81432039050,11/19/2021 05:51,-78.93806341,36.00346491,0,0,0,0,1,1,1,1,1,0.47,0.0,25.7,31,0.0
81432039053,11/19/2021 05:51,-78.93799635,36.00350901,0,0,0,0,2,2,2,2,2,0.5,0.0,14.2,35,0.0
81432039072,11/19/2021 05:55,-78.938232,36.001427,0,0,0,0,2,2,2,2,2,0.55,0.0,,,8.0
81432039074,11/19/2021 05:56,-78.93817,36.0036,0,0,0,0,2,2,2,2,2,0.53,0.0,14.2,32,0.0
81432039050,11/19/2021 06:06,-78.93806341,36.00346491,0,0,0,0,1,2,2,2,2,0.49,0.0,25.7,32,0.0
81432039053,11/19/2021 06:06,-78.93799635,36.00350901,0,0,0,0,2,2,2,2,2,0.51,0.0,13.4,31,0.0
81432039072,11/19/2021 06:10,-78.938232,36.001427,0,0,0,0,2,3,3,3,3,0.58,0.0,13.4,31,0.0
81432039074,11/19/2021 06:11,-78.93817,36.0036,0,0,0,0,2,2,2,2,2,0.53,0.0,,,8.0
81432039050,11/19/2021 06:21,-78.93806341,36.00346491,0,0,0,0,1,1,1,1,1,0.51,0.0,25.7,32,0.0
81432039053,11/19/2021 06:21,-78.93799635,36.00350901,0,0,0,0,2,3,3,3,3,0.51,0.0,13.0,31,0.0
81432039072,11/19/2021 06:25,-78.938232,36.001427,0,0,0,0,2,3,3,3,3,0.57,0.0,12.9,30,0.0
81432039074,11/19/2021 06:26,-78.93817,36.0036,0,0,0,0,2,3,3,3,3,0.54,0.0,13.1,29,0.0
81432039050,11/19/2021 06:36,-78.93806341,36.00346491,0,0,0,0,1,1,1,1,1,0.53,0.0,25.7,33,0.0
81432039053,11/19/2021 06:36,-78.93799635,36.00350901,0,0,0,0,2,3,3,3,3,0.51,0.0,12.6,30,0.0
81432039072,11/19/2021 06:40,-78.938232,36.001427,0,0,0,0,2,2,2,2,2,0.56,0.0,12.4,30,0.0
81432039074,11/19/2021 06:41,-78.93817,36.0036,0,0,0,0,2,2,2,2,2,0.56,0.0,12.5,29,0.0
81432039050,11/19/2021 06:51,-78.93806341,36.00346491,0,0,0,0,1,1,1,1,1,0.53,0.0,25.7,33,0.0
81432039053,11/19/2021 06:51,-78.93799635,36.00350901,0,0,0,0,3,3,3,3,3,0.51,0.0,12.1,30,0.0
81432039072,11/19/2021 06:55,-78.938232,36.001427,0,0,0,0,3,3,3,3,3,0.54,0.0,11.9,31,0.0
81432039074,11/19/2021 06:56,-78.93817,36.0036,0,0,0,0,3,3,3,3,3,0.57,0.0,11.9,30,0.0
81432039050,11/19/2021 07:06,-78.93806341,36.00346491,0,0,0,0,1,1,1,1,1,0.52,0.0,25.7,33,0.0
81432039053,11/19/2021 07:06,-78.93799635,36.00350901,0,0,0,0,3,3,3,3,3,0.5,0.0,11.5,32,0.0
81432039072,11/19/2021 07:10,-78.938232,36.001427,0,0,0,0,3,3,3,3,3,0.56,0.0,11.3,32,0.0
81432039074,11/19/2021 07:11,-78.93817,36.0036,0,0,0,0,3,3,3,3,3,0.57,0.0,11.4,31,0.0
81432039050,11/19/2021 07:21,-78.93806341,36.00346491,0,0,0,0,1,1,1,1,1,0.51,0.0,25.7,32,0.0
81432039053,11/19/2021 07:21,-78.93799635,36.00350901,0,0,0,0,3,4,4,4,4,0.49,0.0,10.8,32,0.0
81432039072,11/19/2021 07:25,-78.938232,36.001427,0,0,0,0,3,4,4,4,4,0.55,0.0,10.6,32,0.0
81432039074,11/19/2021 07:26,-78.93817,36.0036,0,0,0,0,3,4,4,4,4,0.57,0.0,10.7,31,0.0
81432039050,11/19/2021 07:36,-78.93806341,36.00346491,0,0,0,0,1,2,2,2,2,0.51,0.0,25.7,32,0.0
81432039053,11/19/2021 07:36,-78.93799635,36.00350901,0,0,0,0,4,5,5,5,5,0.49,0.0,10.2,34,0.0
81432039072,11/19/2021 07:40,-78.938232,36.001427,0,0,0,0,4,4,4,4,4,0.56,0.0,10.0,34,0.0
81432039074,11/19/2021 07:41,-78.93817,36.0036,0,0,0,0,4,5,5,5,5,0.57,0.0,10.1,33,0.0
81432039050,11/19/2021 07:51,-78.93806341,36.00346491,0,0,0,0,2,2,2,2,2,0.51,0.0,26.2,31,0.0
81432039053,11/19/2021 07:51,-78.93799635,36.00350901,1,1,1,1,5,6,6,6,6,0.47,0.0,9.6,35,0.0
81432039072,11/19/2021 07:55,-78.938232,36.001427,1,1,1,1,5,6,6,6,6,0.53,0.0,9.4,35,0.0
81432039074,11/19/2021 07:56,-78.93817,36.0036,1,1,1,1,5,6,6,6,6,0.53,0.0,9.5,34,0.0
81432039050,11/19/2021 08:06,-78.93806341,36.00346491,0,0,0,0,2,3,3,3,3,0.51,0.0,,,8.0
81432039053,11/19/2021 08:06,-78.93799635,36.00350901,1,1,1,1,6,7,7,7,7,0.45,0.0,9.2,37,0.0
81432039072,11/19/2021 08:10,-78.938232,36.001427,1,1,1,1,6,7,7,7,7,0.5,0.0,9.0,37,0.0
81432039074,11/19/2021 08:11,-78.93817,36.0036,1,1,1,1,6,7,7,7,7,0.51,0.0,9.2,36,0.0
81432039050,11/19/2021 08:21,-78.93806341,36.00346491,0,0,0,0,3,4,4,4,4,0.5,0.0,25.8,33,0.0
81432039053,11/19/2021 08:21,-78.93799635,36.00350901,1,1,1,1,7,8,8,8,8,0.46,0.0,8.9,39,0.0
81432039072,11/19/2021 08:25,-78.938232,36.001427,1,1,1,1,7,8,8,8,8,0.5,0.0,8.6,39,0.0
81432039074,11/19/2021 08:26,-78.93817,36.0036,1,1,1,1,7,8,8,8,8,0.51,0.0,8.9,38,0.0
81432039050,11/19/2021 08:36,-78.93806341,36.00346491,0,1,1,1,4,4,4,4,4,0.49,0.0,25.7,33,0.0
81432039053,11/19/2021 08:36,-78.93799635,36.00350901,1,1,1,1,8,9,9,9,9,0.46,0.0,8.6,40,0.0
81432039072,11/19/2021 08:40,-78.938232,36.001427,1,1,1,1,7,9,9,9,9,0.53,0.0,8.3,41,0.0
81432039074,11/19/2021 08:41,-78.93817,36.0036,1,1,1,1,8,9,9,9,9,0.5,0.0,8.4,40,0.0
81432039050,11/19/2021 08:51,-78.93806341,36.00346491,1,1,1,1,4,5,5,5,5,0.48,0.0,25.7,33,0.0
81432039053,11/19/2021 08:51,-78.93799635,36.00350901,1,1,1,1,8,10,10,10,10,0.47,0.0,8.3,42,0.0
81432039072,11/19/2021 08:55,-78.938232,36.001427,1,1,1,1,8,9,9,9,9,0.51,0.0,8.0,42,0.0
81432039074,11/19/2021 08:56,-78.93817,36.0036,1,1,1,1,8,9,9,9,9,0.5,0.0,8.2,41,0.0
81432039050,11/19/2021 09:06,-78.93806341,36.00346491,1,1,1,1,4,5,5,5,5,0.48,0.0,25.7,32,0.0
81432039053,11/19/2021 09:06,-78.93799635,36.00350901,1,1,1,1,9,10,10,10,10,0.44,0.0,8.2,43,0.0
81432039072,11/19/2021 09:10,-78.938232,36.001427,1,1,1,1,8,10,10,10,10,0.48,0.0,7.8,43,0.0
81432039074,11/19/2021 09:11,-78.93817,36.0036,1,1,1,1,8,10,10,10,10,0.47,0.0,7.9,42,0.0
81432039050,11/19/2021 09:21,-78.93806341,36.00346491,1,1,1,1,4,5,5,5,5,0.47,0.0,25.7,32,0.0
81432039053,11/19/2021 09:21,-78.93799635,36.00350901,1,1,1,1,9,10,10,10,10,0.45,0.0,8.0,44,0.0
81432039072,11/19/2021 09:25,-78.938232,36.001427,1,1,1,1,9,10,10,10,10,0.5,0.0,7.4,44,0.0
81432039074,11/19/2021 09:26,-78.93817,36.0036,1,1,1,1,9,10,10,10,10,0.48,0.0,7.7,43,0.0
81432039050,11/19/2021 09:36,-78.93806341,36.00346491,1,1,1,1,4,5,5,5,5,0.49,0.0,25.7,32,0.0
81432039053,11/19/2021 09:36,-78.93799635,36.00350901,1,1,1,1,9,10,10,10,10,0.43,0.0,7.8,44,0.0
81432039072,11/19/2021 09:40,-78.938232,36.001427,1,1,1,1,8,10,10,10,10,0.51,0.0,7.1,45,0.0
81432039074,11/19/2021 09:41,-78.93817,36.0036,1,1,1,1,9,10,10,10,10,0.49,0.0,7.5,44,0.0
81432039050,11/19/2021 09:51,-78.93806341,36.00346491,1,1,1,1,4,5,5,5,5,0.48,0.0,25.7,32,0.0
81432039053,11/19/2021 09:51,-78.93799635,36.00350901,1,1,1,1,9,10,10,10,10,0.45,0.0,7.6,45,0.0
81432039072,11/19/2021 09:55,-78.938232,36.001427,1,1,1,1,9,11,11,11,11,0.5,0.0,,,8.0
81432039074,11/19/2021 09:56,-78.93817,36.0036,1,1,1,1,9,11,11,11,11,0.49,0.0,7.3,45,0.0
81432039050,11/19/2021 10:06,-78.93806341,36.00346491,1,1,1,1,5,6,6,6,6,0.48,0.0,25.7,33,0.0
81432039053,11/19/2021 10:06,-78.93799635,36.00350901,1,1,1,1,9,11,11,11,11,0.46,0.0,7.5,46,0.0
81432039072,11/19/2021 10:10,-78.938232,36.001427,1,1,1,1,9,11,11,11,11,0.5,0.0,7.0,47,0.0
81432039074,11/19/2021 10:11,-78.93817,36.0036,1,1,1,1,9,11,11,11,11,0.5,0.0,7.2,45,0.0
81432039050,11/19/2021 10:21,-78.93806341,36.00346491,1,1,1,1,5,6,6,6,6,0.5,0.0,25.7,33,0.0
81432039053,11/19/2021 10:21,-78.93799635,36.00350901,1,1,1,1,9,11,11,11,11,0.44,0.0,7.4,46,0.0
81432039072,11/19/2021 10:25,-78.938232,36.001427,1,1,1,1,9,11,11,11,11,0.48,0.0,6.9,47,0.0
81432039074,11/19/2021 10:26,-78.93817,36.0036,1,1,1,1,10,11,11,11,11,0.5,0.0,7.2,46,0.0
81432039050,11/19/2021 10:36,-78.93806341,36.00346491,1,1,1,1,5,6,6,6,6,0.5,0.0,25.7,33,0.0
81432039053,11/19/2021 10:36,-78.93799635,36.00350901,1,1,1,1,9,11,11,11,11,0.45,0.0,7.3,47,0.0
81432039072,11/19/2021 10:40,-78.938232,36.001427,1,1,1,1,9,11,11,11,11,0.48,0.0,6.7,48,0.0
81432039074,11/19/2021 10:41,-78.93817,36.0036,1,1,1,1,10,12,12,12,12,0.49,0.0,7.1,46,0.0
81432039050,11/19/2021 10:51,-78.93806341,36.00346491,1,1,1,1,5,6,6,6,6,0.51,0.0,25.6,33,0.0
81432039053,11/19/2021 10:51,-78.93799635,36.00350901,1,1,1,1,10,11,11,11,11,0.44,0.0,7.2,47,0.0
81432039072,11/19/2021 10:55,-78.938232,36.001427,1,1,1,1,9,11,11,11,11,0.49,0.0,6.5,48,0.0
81432039074,11/19/2021 10:56,-78.93817,36.0036,1,1,1,1,10,12,12,12,12,0.49,0.0,6.8,47,0.0
81432039050,11/19/2021 11:06,-78.93806341,36.00346491,1,1,1,1,5,6,6,6,6,0.49,0.0,25.7,32,0.0
81432039053,11/19/2021 11:06,-78.93799635,36.00350901,1,1,1,1,10,12,12,12,12,0.47,0.0,7.0,48,0.0
81432039072,11/19/2021 11:10,-78.938232,36.001427,1,1,1,1,9,11,11,11,11,0.49,0.0,6.2,50,0.0
81432039074,11/19/2021 11:11,-78.93817,36.0036,1,1,1,1,10,12,12,12,12,0.49,0.0,6.7,48,0.0
81432039050,11/19/2021 11:21,-78.93806341,36.00346491,1,1,1,1,5,6,6,6,6,0.5,0.0,25.7,33,0.0
81432039053,11/19/2021 11:21,-78.93799635,36.00350901,1,1,1,1,11,12,13,13,13,0.47,0.0,6.8,49,0.0
81432039072,11/19/2021 11:25,-78.938232,36.001427,1,1,1,1,10,12,12,12,12,0.5,0.0,6.1,51,0.0
81432039074,11/19/2021 11:26,-78.93817,36.0036,1,1,1,1,11,13,13,13,13,0.49,0.0,6.5,49,0.0
81432039050,11/19/2021 11:36,-78.93806341,36.00346491,1,1,1,1,5,6,6,6,6,0.51,0.0,26.3,34,0.0
81432039053,11/19/2021 11:36,-78.93799635,36.00350901,1,1,1,1,11,13,13,13,13,0.45,0.0,6.6,50,0.0
81432039072,11/19/2021 11:40,-78.938232,36.001427,1,1,1,1,11,13,13,13,13,0.5,0.0,5.8,51,0.0
81432039074,11/19/2021 11:41,-78.93817,36.0036,1,1,1,1,11,13,13,13,13,0.5,0.0,6.2,50,0.0
81432039050,11/19/2021 11:51,-78.93806341,36.00346491,1,1,1,1,6,7,7,7,7,0.5,0.0,25.9,35,0.0
81432039053,11/19/2021 11:51,-78.93799635,36.00350901,1,1,1,1,13,15,15,15,15,0.45,0.0,6.5,50,0.0
81432039072,11/19/2021 11:55,-78.938232,36.001427,1,1,1,1,11,13,13,13,13,0.5,0.0,,,8.0
81432039074,11/19/2021 11:56,-78.93817,36.0036,1,1,1,1,12,14,14,14,14,0.49,0.0,6.0,50,0.0
81432039050,11/19/2021 12:06,-78.93806341,36.00346491,1,1,1,1,6,8,8,8,8,0.49,0.0,25.7,36,0.0
81432039053,11/19/2021 12:06,-78.93799635,36.00350901,1,1,1,1,13,15,15,15,15,0.47,0.0,6.4,51,0.0
81432039072,11/19/2021 12:10,-78.938232,36.001427,1,1,1,1,13,15,15,15,15,0.49,0.0,5.6,53,0.0
81432039074,11/19/2021 12:11,-78.93817,36.0036,1,2,2,2,13,16,16,16,16,0.5,0.0,5.9,51,0.0
81432039050,11/19/2021 12:21,-78.93806341,36.00346491,1,1,1,1,7,8,8,8,8,0.49,0.0,25.7,36,0.0
81432039053,11/19/2021 12:21,-78.93799635,36.00350901,1,2,2,2,13,15,,15,,0.45,16.0,6.2,52,16.0
81432039072,11/19/2021 12:25,-78.938232,36.001427,1,2,2,2,13,15,15,15,15,0.48,0.0,5.4,54,0.0
81432039074,11/19/2021 12:26,-78.93817,36.0036,2,2,2,2,14,16,16,16,16,0.49,0.0,5.7,52,0.0
81432039050,11/19/2021 12:36,-78.93806341,36.00346491,1,1,1,1,6,8,8,8,8,0.47,0.0,25.7,35,0.0
81432039053,11/19/2021 12:36,-78.93799635,36.00350901,1,2,2,2,13,15,16,16,16,0.46,0.0,6.3,52,0.0
81432039072,11/19/2021 12:40,-78.938232,36.001427,1,2,2,2,13,15,15,15,15,0.5,0.0,5.4,53,0.0
81432039074,11/19/2021 12:41,-78.93817,36.0036,1,2,2,2,13,16,16,16,16,0.51,0.0,5.7,52,0.0
81432039050,11/19/2021 12:51,-78.93806341,36.00346491,1,1,1,1,7,9,9,9,9,0.5,0.0,25.7,35,0.0
81432039053,11/19/2021 12:51,-78.93799635,36.00350901,2,2,2,2,14,17,17,17,17,0.46,0.0,6.4,51,0.0
81432039072,11/19/2021 12:55,-78.938232,36.001427,2,2,2,2,14,16,16,16,16,0.5,0.0,,,8.0
81432039074,11/19/2021 12:56,-78.93817,36.0036,2,2,2,2,15,18,18,18,18,0.5,0.0,6.0,52,0.0
81432039050,11/19/2021 13:06,-78.93806341,36.00346491,1,1,1,1,8,9,9,9,9,0.48,0.0,25.7,35,0.0
81432039053,11/19/2021 13:06,-78.93799635,36.00350901,2,2,2,2,17,19,19,19,19,0.46,0.0,6.5,51,0.0
81432039072,11/19/2021 13:10,-78.938232,36.001427,2,2,2,2,18,21,21,21,21,0.52,0.0,5.8,53,0.0
81432039074,11/19/2021 13:11,-78.93817,36.0036,2,2,2,2,18,21,21,21,21,0.5,0.0,6.0,51,0.0
81432039050,11/19/2021 13:21,-78.93806341,36.00346491,1,1,1,1,9,10,10,10,10,0.48,0.0,25.7,35,0.0
81432039053,11/19/2021 13:21,-78.93799635,36.00350901,2,2,2,2,19,22,23,23,23,0.46,0.0,6.7,50,0.0
81432039072,11/19/2021 13:25,-78.938232,36.001427,2,2,2,2,17,20,20,20,20,0.5,0.0,6.2,50,0.0
81432039074,11/19/2021 13:26,-78.93817,36.0036,2,2,2,2,17,21,21,21,21,0.53,0.0,6.4,49,0.0
81432039050,11/19/2021 13:36,-78.93806341,36.00346491,1,1,1,1,9,10,10,10,10,0.48,0.0,25.7,35,0.0
81432039053,11/19/2021 13:36,-78.93799635,36.00350901,2,2,2,2,15,17,17,17,17,0.46,0.0,7.0,47,0.0
81432039072,11/19/2021 13:40,-78.938232,36.001427,1,1,1,1,13,15,15,15,15,0.5,0.0,6.7,47,0.0
81432039074,11/19/2021 13:41,-78.93817,36.0036,1,2,2,2,13,15,15,15,15,0.52,0.0,6.9,46,0.0
81432039050,11/19/2021 13:51,-78.93806341,36.00346491,1,1,1,1,8,9,9,9,9,0.48,0.0,25.7,34,0.0
81432039053,11/19/2021 13:51,-78.93799635,36.00350901,1,1,1,1,12,14,14,14,14,0.45,0.0,7.4,44,0.0
81432039072,11/19/2021 13:55,-78.938232,36.001427,1,1,1,1,12,14,14,14,14,0.5,0.0,7.1,44,0.0
81432039074,11/19/2021 13:56,-78.93817,36.0036,1,1,1,1,12,14,15,15,15,0.51,0.0,7.3,43,0.0
81432039050,11/19/2021 14:06,-78.93806341,36.00346491,1,1,1,1,8,9,9,9,9,0.48,0.0,25.7,34,0.0
81432039053,11/19/2021 14:06,-78.93799635,36.00350901,2,2,2,2,17,20,20,20,20,0.47,0.0,7.8,42,0.0
81432039072,11/19/2021 14:10,-78.938232,36.001427,2,2,2,2,19,22,22,22,22,0.5,0.0,7.6,42,0.0
81432039074,11/19/2021 14:11,-78.93817,36.0036,2,2,2,2,19,22,22,22,22,0.54,0.0,7.7,41,0.0
81432039050,11/19/2021 14:21,-78.93806341,36.00346491,1,1,1,1,9,10,10,10,10,0.49,0.0,25.7,34,0.0
81432039053,11/19/2021 14:21,-78.93799635,36.00350901,2,2,2,2,18,21,21,21,21,0.48,0.0,8.1,41,0.0
81432039072,11/19/2021 14:25,-78.938232,36.001427,2,2,2,2,14,17,17,17,17,0.53,0.0,7.9,40,0.0
81432039074,11/19/2021 14:26,-78.93817,36.0036,2,2,2,2,14,16,16,16,16,0.53,0.0,8.0,39,0.0
81432039050,11/19/2021 14:36,-78.93806341,36.00346491,1,1,1,1,8,9,9,9,9,0.49,0.0,25.7,35,0.0
81432039053,11/19/2021 14:36,-78.93799635,36.00350901,1,1,1,1,11,12,13,13,13,0.47,0.0,8.4,38,0.0
81432039072,11/19/2021 14:40,-78.938232,36.001427,1,1,1,1,10,12,12,12,12,0.54,0.0,8.2,38,0.0
81432039074,11/19/2021 14:41,-78.93817,36.0036,1,1,1,1,10,12,12,12,12,0.54,0.0,8.3,37,0.0
81432039050,11/19/2021 14:51,-78.93806341,36.00346491,1,1,1,1,7,8,8,8,8,0.48,0.0,25.7,34,0.0
81432039053,11/19/2021 14:51,-78.93799635,36.00350901,1,1,1,1,11,13,13,13,13,0.45,0.0,8.5,37,0.0
81432039072,11/19/2021 14:55,-78.938232,36.001427,1,1,1,1,11,13,13,13,13,0.52,0.0,8.4,36,0.0
81432039074,11/19/2021 14:56,-78.93817,36.0036,1,1,1,1,12,14,14,14,14,0.55,0.0,8.6,35,0.0
81432039050,11/19/2021 15:06,-78.93806341,36.00346491,1,1,1,1,8,9,9,9,9,0.5,0.0,26.4,34,0.0
81432039053,11/19/2021 15:06,-78.93799635,36.00350901,2,2,2,2,16,19,19,19,19,0.47,0.0,8.8,36,0.0
81432039072,11/19/2021 15:10,-78.938232,36.001427,2,2,2,2,14,16,16,16,16,0.52,0.0,8.8,36,0.0
81432039074,11/19/2021 15:11,-78.93817,36.0036,2,2,2,2,14,16,17,17,17,0.56,0.0,9.1,35,0.0
81432039050,11/19/2021 15:21,-78.93806341,36.00346491,1,1,1,1,8,10,10,10,10,0.52,0.0,26.0,34,0.0
81432039053,11/19/2021 15:21,-78.93799635,36.00350901,1,1,1,1,11,13,13,13,13,0.46,0.0,9.5,35,0.0
81432039072,11/19/2021 15:25,-78.938232,36.001427,1,1,1,1,10,12,12,12,12,0.51,0.0,9.2,36,0.0
81432039074,11/19/2021 15:26,-78.93817,36.0036,1,1,1,1,11,13,13,13,13,0.53,0.0,9.6,34,0.0
81432039050,11/19/2021 15:36,-78.93806341,36.00346491,1,1,1,1,7,8,8,8,8,0.53,0.0,25.8,35,0.0
81432039053,11/19/2021 15:36,-78.93799635,36.00350901,1,1,1,1,11,13,13,13,13,0.45,0.0,9.9,34,0.0
