Serial Number,Country,Site Name,Timestamp (UTC),Longitude,Latitude,is_indoors,PM1.0 (ug/m3),PM2.5 (ug/m3),Applied PM2.5 Custom Calibration Factor,PM4.0 (ug/m3),PM10 (ug/m3),Applied PM10 Custom Calibration Factor,PM0.5 NC (#/cm3),PM1.0 NC (#/cm3),PM2.5 NC (#/cm3),PM4.0 NC (#/cm3),PM10 NC (#/cm3),Typical Particle Size (um),PM Sensor Status,Temperature (Celsius),Relative Humidity (%),Device Status,Time Delta
81432144030,India,IITK75_GomtiNagarEx,03/01/2022 14:18,81.009441,26.840405,False,44,47,,47,47,,408,472,474,474,474,0.54,0.0,28.3,39,4.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/01/2022 14:33,81.009441,26.840405,False,49,52,,52,52,,452,523,524,525,525,0.54,0.0,28.2,40,12.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/01/2022 14:48,81.009441,26.840405,False,53,57,,57,57,,497,574,577,577,577,0.54,0.0,28.1,40,12.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/01/2022 15:03,81.009441,26.840405,False,62,66,,66,66,,575,665,667,668,668,0.55,0.0,27.9,40,12.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/01/2022 15:18,81.009441,26.840405,False,72,77,,77,77,,675,781,784,784,784,0.54,0.0,27.8,42,4.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/01/2022 15:33,81.009441,26.840405,False,63,67,,67,67,,589,681,683,684,684,0.54,0.0,27.6,42,12.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/01/2022 15:48,81.009441,26.840405,False,57,60,,60,60,,531,613,616,616,616,0.54,0.0,27.5,42,12.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/01/2022 16:03,81.009441,26.840405,False,60,63,,64,64,,560,648,650,650,650,0.54,0.0,27.4,43,4.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/01/2022 16:18,81.009441,26.840405,False,81,86,,86,86,,760,878,882,882,882,0.54,0.0,27.3,43,4.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/01/2022 16:33,81.009441,26.840405,False,81,86,,86,86,,760,879,882,882,882,0.54,0.0,27.1,44,4.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/01/2022 16:48,81.009441,26.840405,False,93,99,,99,99,,876,1013,1017,1018,1018,0.55,0.0,26.6,46,12.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/01/2022 17:03,81.009441,26.840405,False,79,84,,84,84,,748,865,868,869,869,0.54,0.0,26.3,47,4.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/01/2022 17:18,81.009441,26.840405,False,78,83,,83,83,,741,857,860,861,861,0.54,0.0,25.9,48,4.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/01/2022 17:45,81.009441,26.840405,False,72,77,,77,77,,689,797,800,800,801,0.54,0.0,25.3,49,1.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/01/2022 19:15,81.009441,26.840405,False,80,85,,86,86,,787,911,915,916,916,0.56,0.0,21.3,59,1.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/01/2022 21:30,81.009441,26.840405,False,72,76,,77,77,,713,826,830,830,830,0.56,0.0,19.8,62,1.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/01/2022 21:45,81.009441,26.840405,False,69,74,,74,74,,683,790,794,794,794,0.56,0.0,21.2,58,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/01/2022 22:00,81.009441,26.840405,False,70,74,,74,74,,684,792,795,795,795,0.55,0.0,21.4,58,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/01/2022 22:16,81.009441,26.840405,False,70,75,,75,75,,692,800,804,804,804,0.55,0.0,21.4,58,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/01/2022 22:31,81.009441,26.840405,False,68,72,,73,73,,668,773,776,777,777,0.55,0.0,21.3,57,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/01/2022 22:46,81.009441,26.840405,False,69,73,,74,74,,680,787,790,790,790,0.55,0.0,21.1,58,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/01/2022 23:01,81.009441,26.840405,False,69,73,,73,73,,679,785,789,789,789,0.55,0.0,20.9,59,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/01/2022 23:16,81.009441,26.840405,False,68,73,,73,73,,674,780,784,784,784,0.55,0.0,20.7,59,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/01/2022 23:31,81.009441,26.840405,False,69,73,,74,74,,684,791,794,795,795,0.55,0.0,20.7,59,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/01/2022 23:46,81.009441,26.840405,False,111,119,,120,121,,1098,1272,1279,1279,1279,0.57,0.0,20.7,58,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 00:01,81.009441,26.840405,False,244,264,,269,272,,2382,2769,2788,2790,2791,0.6,0.0,21.2,57,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 00:16,81.009441,26.840405,False,272,294,,300,303,,2661,3093,3114,3116,3117,0.6,0.0,20.9,57,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 00:31,81.009441,26.840405,False,262,283,,288,291,,2571,2987,3006,3008,3009,0.6,0.0,20.9,58,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 00:46,81.009441,26.840405,False,261,280,,284,285,,2565,2975,2991,2993,2994,0.58,0.0,20.9,57,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 01:01,81.009441,26.840405,False,253,271,,274,275,,2488,2883,2898,2900,2901,0.58,0.0,21.1,57,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 01:16,81.009441,26.840405,False,270,287,,288,288,,2656,3072,3085,3086,3086,0.55,0.0,21.4,57,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 01:31,81.009441,26.840405,False,207,219,,219,220,,2021,2337,2346,2347,2347,0.54,0.0,22.1,56,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 01:46,81.009441,26.840405,False,188,199,,199,199,,1825,2110,2118,2119,2119,0.54,0.0,22.8,55,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 02:01,81.009441,26.840405,False,167,177,,177,178,,1605,1855,1863,1863,1863,0.54,0.0,24.1,52,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 02:16,81.009441,26.840405,False,130,139,,139,140,,1240,1435,1441,1442,1442,0.55,0.0,25.3,49,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 02:31,81.009441,26.840405,False,112,119,,119,120,,1058,1224,1229,1229,1229,0.55,0.0,26.3,46,8.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 02:46,81.009441,26.840405,False,92,97,,98,98,,857,991,995,995,996,0.55,0.0,27.5,43,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 03:01,81.009441,26.840405,False,73,77,,77,78,,675,780,784,784,784,0.55,0.0,28.4,41,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 03:16,81.009441,26.840405,False,83,88,,88,88,,761,880,884,884,884,0.54,0.0,29.2,41,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 03:31,81.009441,26.840405,False,73,78,,78,78,,668,772,775,775,776,0.55,0.0,30.1,38,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 03:46,81.009441,26.840405,False,70,75,,75,75,,638,738,741,741,741,0.55,0.0,31.0,37,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 04:01,81.009441,26.840405,False,65,69,,69,70,,589,681,683,684,684,0.55,0.0,31.8,35,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 04:16,81.009441,26.840405,False,70,74,,75,75,,630,728,731,731,731,0.55,0.0,32.3,35,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 04:31,81.009441,26.840405,False,66,70,,71,71,,595,688,691,691,691,0.55,0.0,32.6,34,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 04:46,81.009441,26.840405,False,64,67,,68,68,,568,657,659,659,659,0.55,0.0,33.0,33,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 05:01,81.009441,26.840405,False,62,65,,66,66,,550,636,639,639,639,0.55,0.0,33.2,33,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 05:16,81.009441,26.840405,False,54,57,,57,57,,480,556,558,558,558,0.55,0.0,33.2,32,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 05:31,81.009441,26.840405,False,50,53,,53,53,,444,514,516,516,516,0.55,0.0,33.0,32,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 05:46,81.009441,26.840405,False,41,43,,43,43,,360,416,418,418,418,0.54,0.0,33.6,31,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 06:01,81.009441,26.840405,False,42,44,,44,44,,369,427,429,429,429,0.55,0.0,33.8,30,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 06:16,81.009441,26.840405,False,39,42,,42,42,,349,404,405,406,406,0.54,0.0,33.9,30,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 06:31,81.009441,26.840405,False,38,40,,40,40,,332,384,386,386,386,0.55,0.0,34.3,29,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 06:46,81.009441,26.840405,False,36,38,,38,38,,319,368,370,370,370,0.54,0.0,34.2,29,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 07:01,81.009441,26.840405,False,36,38,,38,38,,318,367,369,369,369,0.53,0.0,34.1,29,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 07:16,81.009441,26.840405,False,36,38,,38,38,,321,371,372,372,372,0.53,0.0,33.6,30,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 07:31,81.009441,26.840405,False,35,37,,37,37,,314,363,365,365,365,0.53,0.0,33.4,30,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 08:05,81.009441,26.840405,False,33,35,,35,35,,299,345,347,347,347,0.53,0.0,31.7,30,1.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 08:20,81.009441,26.840405,False,34,36,,36,36,,307,355,356,356,356,0.53,0.0,32.0,30,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 08:35,81.009441,26.840405,False,37,39,,40,40,,336,388,389,389,389,0.53,0.0,32.2,31,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 08:50,81.009441,26.840405,False,39,42,,42,42,,354,409,411,411,411,0.53,0.0,31.9,32,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 09:05,81.009441,26.840405,False,40,42,,42,42,,360,416,418,418,418,0.53,0.0,32.0,33,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 09:20,81.009441,26.840405,False,37,39,,39,39,,331,383,384,384,384,0.53,0.0,32.2,32,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 09:35,81.009441,26.840405,False,34,36,,36,36,,307,354,356,356,356,0.54,0.0,32.4,32,8.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 09:50,81.009441,26.840405,False,33,35,,35,35,,294,340,341,341,341,0.53,0.0,32.4,32,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 10:05,81.009441,26.840405,False,31,33,,33,33,,280,324,325,325,325,0.53,16.0,32.2,31,16.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 10:20,81.009441,26.840405,False,31,32,,32,32,,275,318,319,319,319,0.53,0.0,31.9,31,8.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 10:35,81.009441,26.840405,False,30,32,,32,32,,274,316,317,318,318,0.53,0.0,31.7,32,8.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 10:50,81.009441,26.840405,False,32,34,,34,34,,289,334,335,335,335,0.54,0.0,31.4,33,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 11:05,81.009441,26.840405,False,30,32,,32,32,,276,320,321,321,321,0.53,0.0,31.2,34,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 11:20,81.009441,26.840405,False,29,31,,31,31,,267,308,309,309,310,0.53,0.0,30.7,34,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 11:35,81.009441,26.840405,False,31,33,,33,33,,283,327,328,328,328,0.54,16.0,30.5,35,24.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 11:50,81.009441,26.840405,False,35,37,,37,37,,318,368,370,370,370,0.54,0.0,30.6,37,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 12:10,81.009441,26.840405,False,40,43,,43,43,,369,427,428,429,429,0.54,0.0,30.0,39,9.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 12:25,81.009441,26.840405,False,46,49,,49,50,,426,492,494,494,494,0.55,0.0,29.7,40,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 12:40,81.009441,26.840405,False,44,46,,46,46,,401,463,465,465,465,0.54,0.0,29.3,40,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 12:55,81.009441,26.840405,False,46,49,,49,49,,424,490,492,492,492,0.54,0.0,29.0,41,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 13:10,81.009441,26.840405,False,49,52,,52,52,,454,525,527,527,527,0.54,0.0,28.8,42,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 13:25,81.009441,26.840405,False,67,70,,70,71,,615,711,714,714,714,0.53,0.0,28.8,42,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 13:40,81.009441,26.840405,False,81,85,,86,86,,748,864,867,868,868,0.53,0.0,28.6,43,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 13:55,81.009441,26.840405,False,93,98,,98,98,,862,997,1000,1001,1001,0.54,0.0,28.3,44,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 14:10,81.009441,26.840405,False,87,92,,92,92,,806,932,935,935,936,0.54,0.0,28.0,45,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 14:25,81.009441,26.840405,False,104,110,,111,111,,966,1117,1122,1122,1123,0.56,0.0,27.7,45,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 14:40,81.009441,26.840405,False,113,120,,120,120,,1058,1223,1228,1228,1228,0.54,0.0,27.7,45,4.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 14:55,81.009441,26.840405,False,114,121,,121,121,,1067,1233,1238,1238,1238,0.53,0.0,27.6,46,4.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 15:10,81.009441,26.840405,False,110,116,,116,116,,1026,1186,1191,1191,1191,0.53,0.0,27.4,46,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 15:25,81.009441,26.840405,False,113,119,,119,120,,1057,1221,1226,1226,1226,0.53,0.0,27.2,48,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 15:40,81.009441,26.840405,False,138,146,,146,146,,1296,1498,1503,1504,1504,0.53,0.0,27.1,48,4.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 15:55,81.009441,26.840405,False,134,142,,142,142,,1256,1451,1457,1457,1457,0.53,0.0,27.0,48,12.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 16:10,81.009441,26.840405,False,86,91,,91,92,,807,933,937,937,937,0.54,0.0,27.1,47,8.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 16:25,81.009441,26.840405,False,69,74,,74,74,,651,753,755,756,756,0.54,0.0,27.1,46,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 16:40,81.009441,26.840405,False,66,69,,70,70,,614,710,713,713,714,0.54,0.0,27.0,46,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 16:55,81.009441,26.840405,False,62,66,,66,66,,584,676,678,678,679,0.54,0.0,26.9,46,8.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 17:10,81.009441,26.840405,False,63,66,,66,66,,588,679,682,682,682,0.54,0.0,26.8,45,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 17:25,81.009441,26.840405,False,64,68,,68,68,,603,697,700,700,701,0.54,0.0,26.7,46,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 17:40,81.009441,26.840405,False,62,66,,66,66,,581,672,674,674,675,0.54,0.0,26.7,45,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 17:55,81.009441,26.840405,False,62,66,,66,66,,587,679,682,682,682,0.54,0.0,26.6,46,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 18:10,81.009441,26.840405,False,67,71,,71,71,,630,728,731,731,731,0.55,0.0,26.4,47,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 18:25,81.009441,26.840405,False,69,73,,74,74,,654,757,760,760,760,0.55,0.0,26.1,48,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 18:40,81.009441,26.840405,False,69,73,,73,73,,649,751,754,754,754,0.55,0.0,25.7,49,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 18:55,81.009441,26.840405,False,66,70,,70,70,,623,721,724,724,724,0.55,0.0,25.4,50,8.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 19:10,81.009441,26.840405,False,68,72,,72,72,,646,747,750,750,750,0.54,0.0,25.2,50,4.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 19:25,81.009441,26.840405,False,69,73,,73,73,,653,756,758,759,759,0.54,0.0,25.1,51,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 19:40,81.009441,26.840405,False,71,75,,75,75,,676,781,785,785,785,0.55,0.0,24.9,51,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 19:55,81.009441,26.840405,False,71,75,,76,76,,679,785,788,788,789,0.54,0.0,24.7,52,8.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 20:10,81.009441,26.840405,False,71,75,,75,75,,676,782,785,785,786,0.54,0.0,24.7,52,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 20:25,81.009441,26.840405,False,71,76,,76,76,,682,789,792,792,792,0.55,16.0,24.6,52,16.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 20:40,81.009441,26.840405,False,76,81,,81,81,,730,845,848,848,848,0.54,0.0,24.4,53,8.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 20:55,81.009441,26.840405,False,72,76,,76,77,,689,797,800,800,800,0.55,16.0,24.3,53,16.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 21:10,81.009441,26.840405,False,72,77,,77,77,,694,802,805,806,806,0.55,0.0,24.1,54,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 21:25,81.009441,26.840405,False,71,75,,76,76,,683,790,794,794,794,0.55,0.0,23.9,54,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 21:40,81.009441,26.840405,False,71,76,,76,76,,686,793,797,797,797,0.55,0.0,23.8,54,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 21:55,81.009441,26.840405,False,70,75,,75,75,,680,787,790,790,790,0.54,0.0,23.5,55,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 22:10,81.009441,26.840405,False,72,76,,76,76,,694,803,806,806,807,0.54,0.0,23.2,56,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 22:25,81.009441,26.840405,False,72,77,,77,77,,701,811,814,814,814,0.54,0.0,23.2,56,8.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 22:40,81.009441,26.840405,False,72,77,,77,77,,699,808,812,812,812,0.54,0.0,23.2,55,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 22:55,81.009441,26.840405,False,72,76,,77,77,,697,806,809,809,809,0.55,0.0,23.0,56,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 23:10,81.009441,26.840405,False,74,78,,78,79,,714,826,830,830,830,0.55,0.0,22.9,55,4.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 23:25,81.009441,26.840405,False,78,83,,83,83,,759,878,881,882,882,0.54,0.0,22.8,55,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 23:40,81.009441,26.840405,False,89,94,,94,94,,866,1001,1005,1005,1005,0.54,0.0,22.4,56,0.0,15.0
81432144030,India,IITK75_GomtiNagarEx,03/02/2022 23:55,81.009441,26.840405,False,82,87,,88,88,,804,929,933,934,934,0.55,0.0,22.4,56,12.0,15.0
81432144031,India,IITK76_Kalyanpur,03/01/2022 00:08,80.969386,26.9066,False,72,75,,76,76,,701,812,815,815,816,0.56,0.0,19.3,60,0.0,15.0
81432144031,India,IITK76_Kalyanpur,03/01/2022 00:23,80.969386,26.9066,False,73,76,,76,76,,709,822,826,826,826,0.57,0.0,19.1,61,0.0,15.0
81432144031,India,IITK76_Kalyanpur,03/01/2022 00:38,80.969386,26.9066,False,89,94,,94,94,,871,1009,1013,1014,1014,0.57,0.0,19.1,61,0.0,15.0
81432144031,India,IITK76_Kalyanpur,03/01/2022 00:53,80.969386,26.9066,False,83,88,,88,88,,816,946,950,950,950,0.56,0.0,18.9,61,0.0,15.0
81432144031,India,IITK76_Kalyanpur,03/01/2022 01:08,80.969386,26.9066,False,98,103,,103,103,,957,1109,1113,1113,1114,0.56,0.0,18.9,62,0.0,15.0
81432144031,India,IITK76_Kalyanpur,03/01/2022 01:23,80.969386,26.9066,False,104,109,,109,109,,1014,1175,1179,1180,1180,0.56,0.0,18.9,62,0.0,15.0
81432144031,India,IITK76_Kalyanpur,03/01/2022 01:38,80.969386,26.9066,False,105,110,,110,110,,1030,1194,1198,1199,1199,0.56,0.0,18.8,62,0.0,15.0
81432144031,India,IITK76_Kalyanpur,03/01/2022 01:53,80.969386,26.9066,False,100,105,,105,105,,977,1133,1137,1138,1138,0.56,0.0,19.0,62,0.0,15.0
81432144031,India,IITK76_Kalyanpur,03/01/2022 02:08,80.969386,26.9066,False,91,95,,96,96,,885,1026,1030,1031,1031,0.57,0.0,19.3,61,0.0,15.0
81432144031,India,IITK76_Kalyanpur,03/01/2022 02:23,80.969386,26.9066,False,86,91,,91,91,,840,973,977,978,978,0.57,0.0,19.5,61,0.0,15.0
81432144031,India,IITK76_Kalyanpur,03/01/2022 02:38,80.969386,26.9066,False,87,92,,92,92,,848,983,987,987,987,0.56,0.0,19.8,60,0.0,15.0
81432144031,India,IITK76_Kalyanpur,03/01/2022 02:53,80.969386,26.9066,False,86,90,,90,90,,830,963,967,967,967,0.57,0.0,20.1,59,0.0,15.0
81432144031,India,IITK76_Kalyanpur,03/01/2022 03:08,80.969386,26.9066,False,85,90,,90,90,,822,953,956,957,957,0.57,0.0,20.5,58,0.0,15.0
81432144031,India,IITK76_Kalyanpur,03/01/2022 03:23,80.969386,26.9066,False,87,91,,91,91,,836,969,973,973,973,0.57,0.0,20.9,58,0.0,15.0
81432144031,India,IITK76_Kalyanpur,03/01/2022 03:38,80.969386,26.9066,False,87,91,,92,92,,833,966,969,970,970,0.57,0.0,21.4,57,0.0,15.0
81432144031,India,IITK76_Kalyanpur,03/01/2022 03:53,80.969386,26.9066,False,90,94,,94,95,,857,993,997,997,998,0.57,0.0,21.9,56,0.0,15.0
81432144031,India,IITK76_Kalyanpur,03/01/2022 04:08,80.969386,26.9066,False,92,97,,97,97,,874,1014,1018,1018,1018,0.57,0.0,22.5,55,0.0,15.0
81432144031,India,IITK76_Kalyanpur,03/01/2022 04:23,80.969386,26.9066,False,77,81,,81,81,,727,843,846,847,847,0.57,0.0,23.1,53,0.0,15.0
81432144031,India,IITK76_Kalyanpur,03/01/2022 04:38,80.969386,26.9066,False,69,72,,72,72,,646,749,752,752,753,0.57,0.0,23.7,52,0.0,15.0
81432144031,India,IITK76_Kalyanpur,03/01/2022 04:53,80.969386,26.9066,False,72,75,,76,76,,670,777,780,780,781,0.57,0.0,24.3,50,0.0,15.0
81432144031,India,IITK76_Kalyanpur,03/01/2022 05:08,80.969386,26.9066,False,67,71,,71,71,,624,723,726,727,727,0.57,0.0,24.9,49,0.0,15.0
81432144031,India,IITK76_Kalyanpur,03/01/2022 05:23,80.969386,26.9066,False,47,49,,49,49,,434,504,506,506,506,0.56,0.0,25.4,46,0.0,15.0
81432144031,India,IITK76_Kalyanpur,03/01/2022 05:38,80.969386,26.9066,False,26,27,,27,27,,240,278,279,279,279,0.56,0.0,25.9,42,0.0,15.0
81432144031,India,IITK76_Kalyanpur,03/01/2022 05:53,80.969386,26.9066,False,32,33,,33,33,,291,337,338,338,338,0.56,0.0,26.4,42,0.0,15.0
81432144031,India,IITK76_Kalyanpur,03/01/2022 06:08,80.969386,26.9066,False,32,34,,34,34,,296,343,345,345,345,0.56,0.0,26.6,41,0.0,15.0
81432144031,India,IITK76_Kalyanpur,03/01/2022 06:23,80.969386,26.9066,False,37,39,,39,39,,336,389,391,391,391,0.55,0.0,27.0,42,0.0,15.0
81432144031,India,IITK76_Kalyanpur,03/01/2022 06:38,80.969386,26.9066,False,33,34,,34,34,,296,343,345,345,345,0.55,0.0,27.3,41,0.0,15.0
81432144031,India,IITK76_Kalyanpur,03/01/2022 06:53,80.969386,26.9066,False,31,32,,32,32,,280,324,325,326,326,0.55,0.0,27.8,40,0.0,15.0
81432144031,India,IITK76_Kalyanpur,03/01/2022 07:08,80.969386,26.9066,False,30,32,,32,32,,274,318,319,319,319,0.55,0.0,28.2,39,0.0,15.0
81432144031,India,IITK76_Kalyanpur,03/01/2022 07:23,80.969386,26.9066,False,28,30,,30,30,,257,298,299,299,299,0.55,0.0,28.4,38,0.0,15.0
81432144031,India,IITK76_Kalyanpur,03/01/2022 07:38,80.969386,26.9066,False,27,28,,28,28,,239,277,278,278,279,0.55,0.0,28.8,37,0.0,15.0
81432144031,India,IITK76_Kalyanpur,03/01/2022 07:53,80.969386,26.9066,False,22,23,,23,23,,199,231,232,232,232,0.55,0.0,28.9,34,0.0,15.0
81432144031,India,IITK76_Kalyanpur,03/01/2022 08:08,80.969386,26.9066,False,30,32,,32,32,,271,314,316,316,316,0.54,0.0,29.0,34,0.0,15.0
81432144031,India,IITK76_Kalyanpur,03/01/2022 08:23,80.969386,26.9066,False,33,35,,35,35,,298,346,347,347,347,0.53,0.0,29.1,34,0.0,15.0
81432144031,India,IITK76_Kalyanpur,03/01/2022 08:38,80.969386,26.9066,False,23,25,,25,25,,209,242,243,243,243,0.55,0.0,29.2,33,0.0,15.0
81432144031,India,IITK76_Kalyanpur,03/01/2022 08:53,80.969386,26.9066,False,22,23,,23,23,,199,231,232,232,232,0.55,0.0,29.2,33,0.0,15.0
81432144031,India,IITK76_Kalyanpur,03/01/2022 09:08,80.969386,26.9066,False,22,23,,23,23,,193,224,225,225,225,0.54,0.0,29.4,33,0.0,15.0
