Serial Number,Country,Site Name,Timestamp (UTC),Longitude,Latitude,is_indoors,PM1.0 (ug/m3),PM2.5 (ug/m3),Applied PM2.5 Custom Calibration Factor,PM4.0 (ug/m3),PM10 (ug/m3),Applied PM10 Custom Calibration Factor,PM0.5 NC (#/cm3),PM1.0 NC (#/cm3),PM2.5 NC (#/cm3),PM4.0 NC (#/cm3),PM10 NC (#/cm3),Typical Particle Size (um),PM Sensor Status,Temperature (Celsius),Relative Humidity (%),Device Status,Time Delta
81432131011,India,IITK15_Aminabad,03/02/2022 07:29,80.923331,26.848328,False,43,46,,46,46,,286,332,333,333,333,0.53,0.0,36.3,24,4.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 07:44,80.923331,26.848328,False,43,46,,46,46,,284,329,330,330,330,0.53,0.0,36.9,24,4.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 07:59,80.923331,26.848328,False,42,44,,44,44,,273,317,318,318,318,0.53,0.0,37.3,23,4.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 08:14,80.923331,26.848328,False,43,46,,46,46,,282,327,328,328,328,0.53,0.0,37.3,23,4.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 08:29,80.923331,26.848328,False,42,44,,44,44,,275,319,320,320,320,0.53,0.0,37.6,23,4.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 08:44,80.923331,26.848328,False,41,44,,44,44,,271,314,315,315,315,0.53,0.0,37.7,24,4.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 08:59,80.923331,26.848328,False,39,41,,41,41,,252,292,293,293,293,0.54,0.0,38.0,23,4.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 09:14,80.923331,26.848328,False,35,37,,37,37,,229,265,266,266,266,0.53,0.0,38.0,22,4.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 09:29,80.923331,26.848328,False,33,35,,35,35,,214,249,249,249,249,0.52,0.0,37.6,23,4.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 09:44,80.923331,26.848328,False,34,36,,36,36,,226,262,262,262,262,0.53,0.0,37.3,24,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 09:59,80.923331,26.848328,False,34,35,,35,35,,223,258,259,259,259,0.53,0.0,35.6,25,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 10:14,80.923331,26.848328,False,31,33,,33,33,,206,238,239,239,239,0.53,0.0,34.8,26,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 10:29,80.923331,26.848328,False,29,31,,31,31,,195,226,226,227,227,0.53,0.0,34.1,26,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 10:44,80.923331,26.848328,False,28,29,,29,29,,188,217,218,218,218,0.53,0.0,33.7,26,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 10:59,80.923331,26.848328,False,31,33,,33,33,,209,242,243,243,243,0.53,0.0,33.3,27,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 11:14,80.923331,26.848328,False,31,33,,33,33,,212,246,247,247,247,0.53,0.0,32.8,29,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 11:29,80.923331,26.848328,False,35,37,,37,37,,236,274,275,275,275,0.53,0.0,32.5,31,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 11:44,80.923331,26.848328,False,37,39,,39,39,,254,294,295,295,295,0.53,0.0,32.2,32,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 11:59,80.923331,26.848328,False,39,41,,41,41,,264,306,307,307,307,0.53,0.0,31.8,33,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 12:14,80.923331,26.848328,False,37,40,,40,40,,257,298,299,299,299,0.53,0.0,31.6,34,4.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 12:29,80.923331,26.848328,False,37,39,,39,39,,251,291,292,292,292,0.53,0.0,31.3,34,4.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 12:44,80.923331,26.848328,False,38,40,,40,40,,261,303,303,304,304,0.53,0.0,31.2,35,4.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 12:59,80.923331,26.848328,False,41,43,,43,43,,282,327,328,328,328,0.54,0.0,31.0,35,4.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 13:14,80.923331,26.848328,False,43,46,,46,46,,300,348,349,349,349,0.53,0.0,30.7,36,4.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 13:29,80.923331,26.848328,False,48,51,,51,51,,335,388,389,389,389,0.55,0.0,30.5,37,4.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 13:44,80.923331,26.848328,False,50,53,,53,53,,345,400,401,401,401,0.55,0.0,30.3,38,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 13:59,80.923331,26.848328,False,51,54,,54,54,,358,415,416,416,416,0.55,0.0,30.1,39,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 14:14,80.923331,26.848328,False,54,57,,57,57,,378,438,439,439,439,0.55,0.0,29.9,39,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 14:29,80.923331,26.848328,False,57,60,,60,60,,398,461,462,462,462,0.56,0.0,29.6,40,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 14:44,80.923331,26.848328,False,59,62,,62,62,,409,474,476,476,476,0.55,0.0,29.5,41,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 14:59,80.923331,26.848328,False,57,61,,61,61,,401,465,466,467,467,0.55,0.0,29.4,41,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 15:14,80.923331,26.848328,False,55,58,,58,58,,383,444,445,445,445,0.54,0.0,29.2,41,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 15:29,80.923331,26.848328,False,56,59,,59,59,,392,454,456,456,456,0.54,0.0,29.1,41,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 15:44,80.923331,26.848328,False,57,61,,61,61,,403,467,468,468,468,0.54,0.0,28.9,41,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 15:59,80.923331,26.848328,False,55,58,,58,58,,388,449,451,451,451,0.54,0.0,28.8,41,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 16:14,80.923331,26.848328,False,57,60,,60,60,,399,463,464,464,464,0.53,16.0,28.5,41,16.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 16:29,80.923331,26.848328,False,58,61,,61,61,,408,473,474,474,474,0.54,0.0,28.3,40,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 16:44,80.923331,26.848328,False,54,57,,57,57,,382,443,444,444,444,0.54,0.0,28.2,41,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 16:59,80.923331,26.848328,False,54,57,,57,57,,381,442,443,443,443,0.54,0.0,27.9,41,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 17:14,80.923331,26.848328,False,52,55,,55,55,,369,427,428,428,429,0.54,0.0,27.8,42,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 17:29,80.923331,26.848328,False,52,55,,55,55,,367,425,427,427,427,0.54,0.0,27.7,42,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 17:44,80.923331,26.848328,False,52,55,,55,55,,369,428,429,429,429,0.54,0.0,27.5,42,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 17:59,80.923331,26.848328,False,52,55,,55,55,,369,428,429,429,429,0.54,0.0,27.4,42,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 18:14,80.923331,26.848328,False,53,56,,56,56,,373,433,434,434,434,0.54,0.0,27.2,42,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 18:29,80.923331,26.848328,False,53,56,,56,56,,375,434,435,436,436,0.55,0.0,27.0,43,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 18:44,80.923331,26.848328,False,52,55,,55,55,,373,433,434,434,434,0.55,0.0,26.9,43,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 18:59,80.923331,26.848328,False,53,56,,56,56,,381,441,443,443,443,0.55,0.0,26.7,44,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 19:14,80.923331,26.848328,False,53,56,,56,56,,381,441,443,443,443,0.55,0.0,26.5,44,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 19:29,80.923331,26.848328,False,52,55,,55,55,,374,433,434,434,434,0.55,0.0,26.5,45,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 19:44,80.923331,26.848328,False,52,55,,55,55,,373,432,433,434,434,0.55,0.0,26.3,44,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 19:59,80.923331,26.848328,False,51,54,,54,54,,368,426,427,427,428,0.55,0.0,26.0,45,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 20:14,80.923331,26.848328,False,51,54,,54,54,,366,424,426,426,426,0.55,0.0,25.9,45,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 20:29,80.923331,26.848328,False,50,53,,53,53,,359,416,417,417,417,0.55,0.0,25.8,45,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 20:44,80.923331,26.848328,False,50,52,,52,52,,358,414,416,416,416,0.56,0.0,25.7,45,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 20:59,80.923331,26.848328,False,48,51,,51,51,,348,403,405,405,405,0.55,0.0,25.6,45,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 21:14,80.923331,26.848328,False,50,52,,52,52,,358,414,416,416,416,0.55,0.0,25.6,45,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 21:29,80.923331,26.848328,False,55,58,,58,58,,397,460,461,462,462,0.56,0.0,25.4,45,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 21:44,80.923331,26.848328,False,55,59,,59,59,,401,465,466,466,466,0.56,0.0,25.2,45,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 21:59,80.923331,26.848328,False,56,59,,59,59,,404,469,470,470,470,0.56,0.0,25.1,46,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 22:14,80.923331,26.848328,False,57,60,,60,60,,414,480,481,482,482,0.57,0.0,24.9,46,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 22:29,80.923331,26.848328,False,58,61,,61,61,,420,487,488,489,489,0.57,0.0,24.8,47,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 22:44,80.923331,26.848328,False,61,65,,65,65,,445,515,517,517,517,0.57,0.0,24.6,47,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 22:59,80.923331,26.848328,False,62,65,,65,65,,449,520,522,522,522,0.57,0.0,24.5,48,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 23:14,80.923331,26.848328,False,61,65,,65,65,,447,518,520,520,520,0.57,0.0,24.4,48,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 23:29,80.923331,26.848328,False,69,73,,73,73,,507,587,589,589,589,0.57,0.0,24.1,49,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 23:44,80.923331,26.848328,False,70,74,,74,74,,513,595,596,597,597,0.56,0.0,24.0,50,0.0,15.0
81432131011,India,IITK15_Aminabad,03/02/2022 23:59,80.923331,26.848328,False,70,74,,74,74,,512,593,595,595,595,0.56,0.0,24.0,50,0.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 00:10,80.955885,26.780629,False,57,60,,60,60,,549,644,647,647,647,0.55,0.0,23.5,47,4.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 00:25,80.955885,26.780629,False,52,54,,54,54,,497,582,585,585,585,0.55,0.0,23.3,47,4.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 00:40,80.955885,26.780629,False,51,54,,54,54,,495,580,583,583,583,0.55,0.0,23.2,48,4.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 00:55,80.955885,26.780629,False,52,55,,55,55,,502,588,591,591,591,0.55,0.0,23.3,48,4.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 01:10,80.955885,26.780629,False,51,54,,54,54,,495,579,582,582,583,0.55,0.0,23.6,47,4.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 01:25,80.955885,26.780629,False,54,56,,56,56,,514,602,605,606,606,0.56,0.0,23.9,47,4.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 01:40,80.955885,26.780629,False,60,63,,63,63,,576,676,679,679,679,0.56,0.0,24.3,47,4.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 01:55,80.955885,26.780629,False,70,73,,73,73,,665,780,784,784,784,0.56,0.0,24.2,47,0.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 02:10,80.955885,26.780629,False,61,64,,64,64,,586,687,691,691,691,0.55,0.0,23.7,48,0.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 02:25,80.955885,26.780629,False,64,68,,68,68,,619,725,729,729,729,0.55,0.0,23.7,48,0.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 02:40,80.955885,26.780629,False,63,66,,66,66,,600,704,707,707,707,0.55,0.0,24.3,47,0.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 02:55,80.955885,26.780629,False,65,68,,68,68,,615,721,724,725,725,0.56,0.0,24.7,46,0.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 03:10,80.955885,26.780629,False,71,75,,76,76,,664,780,785,786,786,0.57,0.0,25.4,45,0.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 03:25,80.955885,26.780629,False,69,72,,72,72,,646,757,760,761,761,0.55,0.0,25.8,44,0.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 03:40,80.955885,26.780629,False,66,70,,70,70,,622,729,733,733,733,0.56,0.0,26.4,44,0.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 03:55,80.955885,26.780629,False,70,73,,73,73,,649,760,764,764,765,0.55,0.0,27.5,42,0.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 04:10,80.955885,26.780629,False,63,66,,66,66,,585,685,688,689,689,0.54,0.0,28.2,40,0.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 04:25,80.955885,26.780629,False,52,55,,55,55,,479,561,564,564,564,0.55,0.0,28.6,40,0.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 04:40,80.955885,26.780629,False,46,49,,49,49,,424,497,499,499,499,0.55,0.0,29.3,37,0.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 04:55,80.955885,26.780629,False,39,41,,41,41,,352,413,416,416,416,0.56,0.0,29.7,36,0.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 05:10,80.955885,26.780629,False,37,39,,39,39,,336,393,395,395,396,0.55,0.0,30.3,35,0.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 05:25,80.955885,26.780629,False,35,36,,36,36,,313,366,368,368,368,0.54,0.0,30.8,33,0.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 05:40,80.955885,26.780629,False,30,32,,32,32,,275,322,324,324,324,0.54,0.0,31.0,32,0.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 05:55,80.955885,26.780629,False,27,29,,29,29,,245,287,289,289,289,0.54,0.0,31.2,32,0.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 06:10,80.955885,26.780629,False,25,26,,26,26,,226,265,267,267,267,0.54,0.0,31.2,31,0.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 06:25,80.955885,26.780629,False,25,26,,26,26,,222,260,262,262,262,0.54,0.0,31.5,31,0.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 06:40,80.955885,26.780629,False,26,28,,28,28,,236,276,278,278,278,0.54,0.0,31.7,31,0.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 06:55,80.955885,26.780629,False,26,27,,27,27,,233,273,275,275,275,0.55,0.0,31.9,30,0.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 07:10,80.955885,26.780629,False,26,28,,28,28,,237,277,279,279,279,0.54,0.0,31.8,30,0.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 07:25,80.955885,26.780629,False,24,25,,25,25,,213,249,251,251,251,0.53,0.0,32.3,29,0.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 07:40,80.955885,26.780629,False,23,25,,25,25,,210,245,247,247,247,0.54,0.0,32.5,29,0.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 07:55,80.955885,26.780629,False,23,24,,24,24,,204,239,240,240,240,0.53,0.0,32.3,29,0.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 08:10,80.955885,26.780629,False,22,24,,24,24,,201,235,236,236,236,0.52,0.0,32.3,29,0.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 08:25,80.955885,26.780629,False,22,23,,23,23,,196,230,231,231,231,0.53,0.0,32.2,28,0.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 08:40,80.955885,26.780629,False,18,19,,19,19,,164,193,194,194,194,0.53,0.0,32.3,27,0.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 08:55,80.955885,26.780629,False,18,19,,19,19,,158,185,186,186,186,0.54,0.0,32.6,26,0.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 09:10,80.955885,26.780629,False,18,19,,19,19,,164,192,193,193,193,0.53,0.0,32.6,26,0.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 09:25,80.955885,26.780629,False,18,19,,19,19,,163,191,192,192,192,0.54,0.0,32.4,27,0.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 09:40,80.955885,26.780629,False,21,22,,22,22,,186,218,219,219,219,0.52,0.0,32.7,27,8.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 09:55,80.955885,26.780629,False,20,20,,20,20,,174,204,205,205,205,0.53,0.0,32.5,27,0.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 10:10,80.955885,26.780629,False,19,20,,20,20,,169,198,199,199,199,0.54,0.0,32.2,28,0.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 10:25,80.955885,26.780629,False,19,20,,20,20,,171,201,202,202,202,0.54,0.0,31.8,28,0.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 10:40,80.955885,26.780629,False,19,20,,20,20,,172,201,202,202,202,0.54,0.0,31.5,29,0.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 10:55,80.955885,26.780629,False,19,20,,20,20,,169,198,199,199,199,0.53,0.0,31.4,29,0.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 11:10,80.955885,26.780629,False,19,20,,20,20,,170,199,200,200,200,0.53,0.0,31.0,29,0.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 11:25,80.955885,26.780629,False,18,19,,19,19,,164,193,194,194,194,0.54,0.0,30.5,29,0.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 11:40,80.955885,26.780629,False,20,21,,21,21,,181,212,213,213,213,0.54,0.0,30.4,29,0.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 11:55,80.955885,26.780629,False,22,24,,24,24,,205,240,241,242,242,0.53,0.0,29.7,30,0.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 12:10,80.955885,26.780629,False,24,25,,25,25,,220,257,259,259,259,0.53,0.0,29.1,32,0.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 12:25,80.955885,26.780629,False,24,26,,26,26,,225,263,264,265,265,0.54,0.0,28.7,33,0.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 12:40,80.955885,26.780629,False,25,27,,27,27,,234,274,275,275,275,0.53,0.0,28.6,33,0.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 13:00,80.955885,26.780629,False,36,38,,38,38,,334,391,393,393,393,0.53,0.0,29.3,33,5.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 13:15,80.955885,26.780629,False,42,44,,44,44,,382,448,450,450,450,0.52,0.0,29.9,33,4.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 13:30,80.955885,26.780629,False,39,41,,41,41,,354,414,416,417,417,0.54,0.0,30.0,33,4.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 13:45,80.955885,26.780629,False,40,42,,42,42,,365,427,429,430,430,0.56,0.0,29.8,34,4.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 14:00,80.955885,26.780629,False,44,47,,47,47,,406,475,478,478,478,0.55,0.0,29.6,34,4.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 14:15,80.955885,26.780629,False,55,58,,58,58,,505,591,594,594,594,0.55,0.0,29.3,35,4.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 14:30,80.955885,26.780629,False,59,62,,62,62,,545,638,641,642,642,0.55,0.0,29.1,35,4.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 14:45,80.955885,26.780629,False,94,99,,99,99,,867,1016,1021,1021,1021,0.56,0.0,28.8,36,4.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 15:00,80.955885,26.780629,False,88,92,,92,92,,809,948,953,953,953,0.56,0.0,28.6,36,4.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 15:15,80.955885,26.780629,False,92,96,,96,96,,844,989,994,994,995,0.56,0.0,28.5,36,4.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 15:30,80.955885,26.780629,False,67,71,,71,71,,623,730,734,734,734,0.55,0.0,28.3,37,4.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 15:45,80.955885,26.780629,False,62,65,,65,65,,574,672,675,676,676,0.55,0.0,28.1,37,4.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 16:00,80.955885,26.780629,False,58,61,,61,61,,540,633,636,636,636,0.55,0.0,27.9,37,4.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 16:15,80.955885,26.780629,False,52,55,,55,55,,486,569,572,572,572,0.55,0.0,27.8,38,4.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 16:30,80.955885,26.780629,False,61,64,,64,64,,565,662,666,666,666,0.55,0.0,27.6,39,4.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 16:45,80.955885,26.780629,False,61,64,,64,64,,571,669,672,672,673,0.55,0.0,27.4,39,4.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 17:00,80.955885,26.780629,False,55,58,,58,58,,517,605,608,608,609,0.55,0.0,27.3,40,4.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 17:15,80.955885,26.780629,False,59,62,,62,62,,550,644,647,647,647,0.55,0.0,27.1,40,4.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 17:30,80.955885,26.780629,False,73,76,,76,76,,677,794,798,798,798,0.56,0.0,27.0,41,4.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 17:45,80.955885,26.780629,False,63,66,,66,66,,587,688,692,692,692,0.55,0.0,26.9,41,4.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 18:00,80.955885,26.780629,False,62,65,,65,65,,582,682,686,686,686,0.55,0.0,26.8,42,4.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 18:15,80.955885,26.780629,False,60,63,,63,63,,559,655,658,658,659,0.55,0.0,26.6,42,4.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 18:30,80.955885,26.780629,False,57,60,,60,60,,535,627,630,630,630,0.54,0.0,26.4,42,4.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 18:45,80.955885,26.780629,False,55,57,,57,57,,513,601,604,605,605,0.54,0.0,26.3,42,4.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 19:00,80.955885,26.780629,False,55,58,,58,58,,521,610,613,613,614,0.54,0.0,26.1,42,4.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 19:15,80.955885,26.780629,False,57,60,,60,60,,537,629,632,632,632,0.54,0.0,26.1,42,4.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 19:30,80.955885,26.780629,False,54,56,,56,56,,506,593,596,596,596,0.53,0.0,26.0,42,4.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 19:45,80.955885,26.780629,False,52,55,,55,55,,492,576,579,579,579,0.54,0.0,25.8,43,4.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 20:00,80.955885,26.780629,False,51,54,,54,54,,483,566,568,569,569,0.54,0.0,25.6,43,4.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 20:15,80.955885,26.780629,False,50,52,,53,53,,473,554,557,557,557,0.54,0.0,25.6,43,4.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 20:30,80.955885,26.780629,False,57,59,,59,59,,535,627,630,630,630,0.54,0.0,25.4,44,4.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 20:45,80.955885,26.780629,False,57,60,,60,60,,543,637,640,640,640,0.54,0.0,25.3,44,4.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 21:00,80.955885,26.780629,False,58,61,,61,61,,554,650,653,653,653,0.54,0.0,25.1,45,4.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 21:15,80.955885,26.780629,False,56,59,,59,59,,532,624,627,627,627,0.54,0.0,25.0,45,4.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 21:30,80.955885,26.780629,False,56,59,,59,59,,531,622,625,625,625,0.54,0.0,24.8,46,4.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 21:45,80.955885,26.780629,False,56,58,,58,58,,529,620,623,623,624,0.54,0.0,24.7,46,4.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 22:00,80.955885,26.780629,False,58,60,,60,60,,548,642,645,645,645,0.55,0.0,24.6,47,4.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 22:15,80.955885,26.780629,False,64,67,,68,68,,613,718,722,722,722,0.55,0.0,24.5,47,4.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 22:30,80.955885,26.780629,False,80,84,,84,84,,762,893,898,898,898,0.56,0.0,24.5,46,4.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 22:45,80.955885,26.780629,False,78,82,,82,82,,743,870,874,875,875,0.55,0.0,24.4,46,4.0,15.0
81432131012,India,IITK13_Vrindavan Yojna,03/01/2022 23:00,80.955885,26.780629,False,72,75,,75,75,,685,802,806,806,807,0.54,0.0,24.3,46,4.0,15.0
