Serial Number,Timestamp,Longitude,Latitude,PM1.0,PM2.5,Applied PM2.5 Custom Calibration Factor,PM4.0,PM10,Applied PM10 Custom Calibration Factor,PM0.5 NC,PM1.0 NC,PM2.5 NC,PM4.0 NC,PM10 NC,Typical Particle Size,PM Sensor Status,Temperature,Relative Humidity,Device Status
,UTC,,,ug/m3,ug/m3,,ug/m3,ug/m3,,#/cm3,#/cm3,#/cm3,#/cm3,#/cm3,um,,Celsius,%,
81432039053,12/17/2021 02:36,-78.93799635,36.00350901,4,4,,4,4,,30,35,35,35,35,0.47,0,18.0,70,0
81432039050,12/17/2021 02:21,-78.93806341,36.00346491,3,3,,3,3,,23,27,27,27,27,0.5,0,25.3,37,0
81432039053,12/17/2021 02:21,-78.93799635,36.00350901,4,4,,4,4,,29,34,34,34,34,0.46,0,18.1,69,0
81432039050,12/17/2021 02:06,-78.93806341,36.00346491,3,3,,3,3,,22,26,26,26,26,0.49,0,25.3,37,0
81432039053,12/17/2021 02:06,-78.93799635,36.00350901,3,4,,4,4,,28,33,33,33,33,0.45,0,18.1,69,0
81432039050,12/17/2021 01:51,-78.93806341,36.00346491,3,3,,3,3,,20,24,24,24,24,0.48,0,25.3,36,0
81432039053,12/17/2021 01:51,-78.93799635,36.00350901,3,3,,3,3,,26,30,30,30,30,0.46,0,18.2,68,0
81432039053,12/17/2021 01:36,-78.93799635,36.00350901,3,3,,3,3,,24,28,28,28,28,0.47,0,18.4,68,0
81432039050,12/17/2021 01:36,-78.93806341,36.00346491,2,3,,3,3,,19,22,22,22,22,0.5,0,25.4,36,0
81432039053,12/17/2021 01:21,-78.93799635,36.00350901,3,3,,3,3,,23,27,27,27,27,0.46,0,18.6,67,0
81432039050,12/17/2021 01:21,-78.93806341,36.00346491,2,3,,3,3,,19,22,22,22,22,0.49,0,25.4,36,0
81432039053,12/17/2021 01:06,-78.93799635,36.00350901,3,3,,3,3,,22,25,25,25,25,0.47,0,18.8,66,0
81432039050,12/17/2021 01:06,-78.93806341,36.00346491,2,2,,2,2,,17,20,20,20,20,0.5,0,25.5,36,0
81432039050,12/17/2021 00:51,-78.93806341,36.00346491,2,2,,2,2,,16,19,19,19,19,0.5,0,25.5,36,0
81432039053,12/17/2021 00:51,-78.93799635,36.00350901,3,3,,3,3,,20,24,24,24,24,0.46,0,19.1,65,0
81432039053,12/17/2021 00:36,-78.93799635,36.00350901,2,2,,2,2,,18,21,22,22,22,0.48,0,19.2,64,0
81432039050,12/17/2021 00:36,-78.93806341,36.00346491,2,2,,2,2,,16,18,18,18,18,0.5,0,25.6,36,8
81432039053,12/17/2021 00:21,-78.93799635,36.00350901,2,2,,2,2,,18,20,21,21,21,0.46,0,19.1,64,0
81432039050,12/17/2021 00:21,-78.93806341,36.00346491,2,2,,2,2,,15,17,17,17,17,0.5,0,26.1,35,0
81432039053,12/17/2021 00:06,-78.93799635,36.00350901,2,2,,2,2,,17,20,20,20,20,0.47,0,19.2,63,0
81432039050,12/17/2021 00:06,-78.93806341,36.00346491,2,2,,2,2,,15,17,18,18,18,0.48,0,25.4,36,0
81432039050,12/16/2021 23:51,-78.93806341,36.00346491,2,2,,2,2,,16,18,18,18,18,0.48,0,25.4,36,0
81432039053,12/16/2021 23:51,-78.93799635,36.00350901,2,2,,2,2,,17,20,20,20,20,0.47,0,19.2,63,0
81432039050,12/16/2021 23:36,-78.93806341,36.00346491,2,2,,2,2,,16,18,18,19,19,0.5,0,25.4,36,0
81432039053,12/16/2021 23:36,-78.93799635,36.00350901,2,2,,2,2,,18,21,21,21,21,0.45,0,19.2,62,0
81432039050,12/16/2021 23:21,-78.93806341,36.00346491,2,2,,2,2,,17,20,20,20,20,0.49,0,25.4,36,0
81432039053,12/16/2021 23:21,-78.93799635,36.00350901,2,3,,3,3,,20,23,23,23,24,0.47,0,19.6,60,0
81432039050,12/16/2021 23:06,-78.93806341,36.00346491,2,2,,2,2,,17,20,20,20,20,0.49,0,25.4,36,0
81432039053,12/16/2021 23:06,-78.93799635,36.00350901,3,3,,3,3,,22,25,25,25,25,0.49,0,19.9,58,0
81432039050,12/16/2021 22:51,-78.93806341,36.00346491,2,2,,2,2,,16,18,18,18,18,0.5,0,25.4,36,0
81432039053,12/16/2021 22:51,-78.93799635,36.00350901,2,3,,3,3,,19,22,22,22,22,0.49,0,20.3,57,0
81432039050,12/16/2021 22:36,-78.93806341,36.00346491,2,2,,2,2,,15,18,18,18,18,0.51,0,25.4,36,8
81432039053,12/16/2021 22:36,-78.93799635,36.00350901,2,2,,2,2,,18,21,21,21,21,0.46,0,20.6,56,0
81432039050,12/16/2021 22:21,-78.93806341,36.00346491,2,2,,2,2,,14,16,16,16,16,0.49,0,25.4,36,0
81432039053,12/16/2021 22:21,-78.93799635,36.00350901,2,2,,2,2,,16,18,18,19,19,0.47,0,20.8,56,0
81432039053,12/16/2021 22:06,-78.93799635,36.00350901,2,2,,2,2,,14,16,17,17,17,0.46,0,20.9,55,0
81432039050,12/16/2021 22:06,-78.93806341,36.00346491,2,2,,2,2,,13,15,15,15,15,0.52,0,25.5,36,0
81432039050,12/16/2021 21:51,-78.93806341,36.00346491,2,2,,2,2,,12,14,14,14,14,0.48,0,25.6,36,0
81432039053,12/16/2021 21:51,-78.93799635,36.00350901,2,2,,2,2,,13,15,15,15,15,0.46,0,21.1,55,0
81432039050,12/16/2021 21:36,-78.93806341,36.00346491,2,2,,2,2,,12,14,14,14,14,0.49,0,25.5,36,8
81432039053,12/16/2021 21:36,-78.93799635,36.00350901,1,2,,2,2,,12,13,14,14,14,0.49,0,21.6,54,0
81432039053,12/16/2021 21:21,-78.93799635,36.00350901,1,1,,1,1,,11,13,13,13,13,0.5,0,22.4,52,0
81432039050,12/16/2021 21:21,-78.93806341,36.00346491,2,2,,2,2,,12,14,14,14,14,0.5,0,25.6,36,0
81432039053,12/16/2021 21:06,-78.93799635,36.00350901,1,1,,1,1,,10,12,12,12,12,0.5,0,23.0,50,0
81432039050,12/16/2021 21:06,-78.93806341,36.00346491,2,2,,2,2,,12,14,14,14,14,0.48,0,25.7,36,0
81432039053,12/16/2021 20:51,-78.93799635,36.00350901,1,2,,2,2,,11,13,13,13,13,0.46,0,22.7,51,0
81432039050,12/16/2021 20:51,-78.93806341,36.00346491,2,2,,2,2,,14,16,16,17,17,0.5,0,26.2,35,0
81432039053,12/16/2021 20:36,-78.93799635,36.00350901,1,2,,2,2,,12,13,14,14,14,0.46,0,23.8,47,0
81432039050,12/16/2021 20:36,-78.93806341,36.00346491,2,2,,2,2,,17,19,20,20,20,0.48,0,25.7,36,0
81432039053,12/16/2021 20:21,-78.93799635,36.00350901,2,2,,2,2,,16,18,18,18,18,0.44,0,26.0,42,0
81432039050,12/16/2021 20:21,-78.93806341,36.00346491,3,3,,3,3,,20,24,24,24,24,0.5,0,25.5,36,0
81432039050,12/16/2021 20:06,-78.93806341,36.00346491,3,3,,3,3,,23,27,27,27,27,0.51,0,25.4,36,0
81432039053,12/16/2021 20:06,-78.93799635,36.00350901,2,3,,3,3,,19,22,22,22,22,0.46,0,26.2,42,0
81432039053,12/16/2021 19:51,-78.93799635,36.00350901,3,3,,3,3,,21,25,25,25,25,0.46,0,25.8,42,0
81432039050,12/16/2021 19:51,-78.93806341,36.00346491,3,4,,4,4,,27,31,31,31,31,0.5,0,25.4,36,0
81432039053,12/16/2021 19:36,-78.93799635,36.00350901,3,3,,3,3,,22,26,26,26,26,0.47,0,26.7,40,0
81432039050,12/16/2021 19:36,-78.93806341,36.00346491,4,4,,4,4,,28,33,33,33,33,0.5,0,25.5,36,8
81432039053,12/16/2021 19:21,-78.93799635,36.00350901,3,3,,3,3,,23,27,27,27,27,0.45,0,26.0,41,0
81432039050,12/16/2021 19:21,-78.93806341,36.00346491,3,4,,4,4,,27,31,32,32,32,0.49,0,25.6,36,0
81432039050,12/16/2021 19:06,-78.93806341,36.00346491,4,4,,4,4,,28,33,33,33,33,0.51,0,25.6,36,0
81432039053,12/16/2021 19:06,-78.93799635,36.00350901,3,3,,3,3,,23,27,27,27,27,0.46,0,25.6,41,0
81432039053,12/16/2021 18:51,-78.93799635,36.00350901,3,3,,3,3,,25,29,29,29,29,0.45,0,26.7,38,0
81432039050,12/16/2021 18:51,-78.93806341,36.00346491,4,4,,4,4,,30,35,35,35,35,0.5,0,25.6,36,0
81432039053,12/16/2021 18:36,-78.93799635,36.00350901,3,3,,3,3,,24,27,27,27,27,0.45,0,27.1,38,0
81432039050,12/16/2021 18:36,-78.93806341,36.00346491,4,4,,4,4,,30,35,35,35,35,0.51,0,25.6,36,0
81432039050,12/16/2021 18:21,-78.93806341,36.00346491,4,4,,4,4,,30,35,35,35,35,0.5,0,25.5,36,0
81432039053,12/16/2021 18:21,-78.93799635,36.00350901,3,3,,3,3,,24,27,28,28,28,0.44,0,27.4,37,0
81432039050,12/16/2021 18:06,-78.93806341,36.00346491,3,4,,4,4,,26,30,31,31,31,0.51,0,25.4,36,0
81432039053,12/16/2021 18:06,-78.93799635,36.00350901,3,3,,3,3,,23,27,27,27,27,0.45,0,27.4,37,0
81432039050,12/16/2021 17:51,-78.93806341,36.00346491,3,3,,3,3,,26,30,30,30,30,0.5,0,25.5,37,0
81432039053,12/16/2021 17:51,-78.93799635,36.00350901,3,3,,3,3,,25,29,29,29,29,0.45,0,25.6,41,0
81432039050,12/16/2021 17:36,-78.93806341,36.00346491,4,4,,4,4,,28,32,32,32,32,0.51,0,25.7,37,0
81432039053,12/16/2021 17:36,-78.93799635,36.00350901,3,3,,3,3,,26,30,30,30,30,0.46,0,22.5,48,0
81432039050,12/16/2021 17:21,-78.93806341,36.00346491,4,4,,4,4,,30,35,35,36,36,0.5,0,25.8,37,0
81432039053,12/16/2021 17:21,-78.93799635,36.00350901,4,4,,4,4,,30,34,35,35,35,0.46,0,20.4,53,0
81432039050,12/16/2021 17:06,-78.93806341,36.00346491,4,4,,4,4,,33,38,38,38,38,0.52,0,26.1,36,0
81432039053,12/16/2021 17:06,-78.93799635,36.00350901,4,5,,5,5,,36,42,42,42,42,0.46,0,19.5,54,0
81432039053,12/16/2021 16:51,-78.93799635,36.00350901,5,5,,5,5,,39,46,46,46,46,0.47,0,18.9,55,0
81432039050,12/16/2021 16:51,-78.93806341,36.00346491,4,4,,4,4,,33,38,38,38,38,0.53,0,25.7,36,0
81432039053,12/16/2021 16:36,-78.93799635,36.00350901,5,5,,5,5,,40,46,47,47,47,0.48,0,17.9,57,0
81432039050,12/16/2021 16:36,-78.93806341,36.00346491,4,4,,4,4,,33,38,38,38,39,0.53,0,25.5,35,8
81432039050,12/16/2021 16:21,-78.93806341,36.00346491,4,4,,4,4,,32,37,37,37,37,0.53,0,25.6,35,0
81432039053,12/16/2021 16:21,-78.93799635,36.00350901,5,5,,5,5,,41,47,47,47,47,0.47,0,17.1,59,0
81432039053,12/16/2021 16:06,-78.93799635,36.00350901,5,5,,5,5,,40,47,47,47,47,0.47,0,16.4,58,0
81432039050,12/16/2021 16:06,-78.93806341,36.00346491,4,4,,4,4,,32,38,38,38,38,0.53,0,25.8,34,0
81432039053,12/16/2021 15:51,-78.93799635,36.00350901,5,5,,5,5,,42,49,49,49,49,0.48,0,15.6,59,0
81432039050,12/16/2021 15:51,-78.93806341,36.00346491,5,5,,5,5,,35,41,41,41,41,0.53,0,25.7,35,0
81432039050,12/16/2021 15:36,-78.93806341,36.00346491,5,5,,5,5,,38,44,44,44,44,0.52,0,25.6,35,0
81432039053,12/16/2021 15:36,-78.93799635,36.00350901,6,6,,6,6,,49,57,57,57,57,0.48,0,14.7,60,0
81432039050,12/16/2021 15:21,-78.93806341,36.00346491,5,5,,5,5,,39,45,45,45,45,0.53,0,25.6,33,0
81432039053,12/16/2021 15:21,-78.93799635,36.00350901,7,7,,7,7,,56,65,66,66,66,0.5,0,13.8,63,0
81432039053,12/16/2021 15:06,-78.93799635,36.00350901,7,8,,8,8,,61,71,72,72,72,0.49,0,12.7,68,0
81432039050,12/16/2021 15:06,-78.93806341,36.00346491,5,6,,6,6,,41,47,47,47,47,0.53,0,25.8,33,0
81432039053,12/16/2021 14:51,-78.93799635,36.00350901,7,8,,8,8,,65,76,76,76,76,0.48,0,11.5,71,0
81432039050,12/16/2021 14:51,-78.93806341,36.00346491,6,6,,6,6,,43,50,50,50,50,0.54,0,26.1,36,0
81432039053,12/16/2021 14:36,-78.93799635,36.00350901,8,8,,8,8,,68,79,79,79,79,0.49,0,10.5,74,0
81432039050,12/16/2021 14:36,-78.93806341,36.00346491,5,6,,6,6,,43,50,50,50,50,0.54,0,25.9,38,0
81432039053,12/16/2021 14:21,-78.93799635,36.00350901,8,8,,8,8,,69,80,81,81,81,0.5,0,9.6,76,0
81432039050,12/16/2021 14:21,-78.93806341,36.00346491,6,6,,6,6,,43,50,51,51,51,0.53,0,25.5,38,0
81432039050,12/16/2021 14:06,-78.93806341,36.00346491,6,6,,6,6,,44,51,51,51,51,0.55,0,25.2,38,0
81432039053,12/16/2021 14:06,-78.93799635,36.00350901,7,8,,8,8,,67,78,78,78,78,0.5,0,8.8,77,0
81432039050,12/16/2021 13:51,-78.93806341,36.00346491,5,6,,6,6,,42,49,49,49,49,0.54,0,25.0,37,0
81432039053,12/16/2021 13:51,-78.93799635,36.00350901,7,8,,8,8,,65,75,75,75,75,0.48,0,8.2,78,0
81432039053,12/16/2021 13:36,-78.93799635,36.00350901,7,8,,8,8,,65,76,76,76,76,0.49,0,7.8,78,0
81432039050,12/16/2021 13:36,-78.93806341,36.00346491,5,5,,5,5,,39,46,46,46,46,0.54,0,25.0,33,0
81432039050,12/16/2021 13:21,-78.93806341,36.00346491,5,5,,5,5,,37,43,43,43,43,0.52,0,25.4,29,0
81432039053,12/16/2021 13:21,-78.93799635,36.00350901,7,8,,8,8,,66,77,77,77,77,0.48,0,7.4,79,0
81432039050,12/16/2021 13:06,-78.93806341,36.00346491,5,5,,5,5,,37,42,43,43,43,0.53,0,24.8,31,0
81432039053,12/16/2021 13:06,-78.93799635,36.00350901,7,7,,7,7,,64,74,74,74,74,0.49,0,7.2,79,0
81432039050,12/16/2021 12:51,-78.93806341,36.00346491,5,5,,5,5,,37,42,43,43,43,0.52,0,24.5,31,0
81432039053,12/16/2021 12:51,-78.93799635,36.00350901,7,7,,7,7,,64,74,74,74,74,0.48,0,7.0,79,0
81432039053,12/16/2021 12:36,-78.93799635,36.00350901,7,7,,7,7,,61,71,71,71,71,0.49,0,6.9,78,0
81432039050,12/16/2021 12:36,-78.93806341,36.00346491,5,5,,5,5,,37,43,43,43,43,0.55,0,24.9,33,0
81432039053,12/16/2021 12:21,-78.93799635,36.00350901,7,7,,7,7,,62,72,72,73,73,0.49,0,7.0,78,0
81432039050,12/16/2021 12:21,-78.93806341,36.00346491,5,5,,5,5,,39,46,46,46,46,0.53,0,25.2,35,0
81432039050,12/16/2021 12:06,-78.93806341,36.00346491,5,5,,5,5,,40,47,47,47,47,0.55,0,25.4,34,0
81432039053,12/16/2021 12:06,-78.93799635,36.00350901,7,7,,7,7,,63,74,74,74,74,0.5,0,7.3,77,0
81432039050,12/16/2021 11:51,-78.93806341,36.00346491,5,6,,6,6,,42,49,49,49,49,0.53,0,25.5,35,0
81432039053,12/16/2021 11:51,-78.93799635,36.00350901,7,8,,8,8,,66,77,77,77,77,0.5,0,7.6,77,0
81432039053,12/16/2021 11:36,-78.93799635,36.00350901,8,8,,8,8,,70,81,82,82,82,0.51,0,7.5,78,0
81432039050,12/16/2021 11:36,-78.93806341,36.00346491,5,6,,6,6,,42,48,48,48,48,0.54,0,25.5,35,0
81432039050,12/16/2021 11:21,-78.93806341,36.00346491,5,5,,5,5,,40,47,47,47,47,0.53,0,25.5,33,0
81432039053,12/16/2021 11:21,-78.93799635,36.00350901,8,8,,8,8,,69,80,80,80,80,0.5,0,7.7,76,0
81432039050,12/16/2021 11:06,-78.93806341,36.00346491,5,5,,5,5,,37,44,44,44,44,0.55,0,25.5,32,0
81432039053,12/16/2021 11:06,-78.93799635,36.00350901,7,8,,8,8,,65,76,76,76,76,0.49,0,8.4,76,0
81432039053,12/16/2021 10:51,-78.93799635,36.00350901,7,7,,7,7,,60,70,70,70,70,0.49,0,8.6,77,0
81432039050,12/16/2021 10:51,-78.93806341,36.00346491,5,5,,5,5,,39,45,45,45,45,0.52,0,25.6,33,0
81432039053,12/16/2021 10:36,-78.93799635,36.00350901,7,7,,7,7,,60,70,70,70,70,0.5,0,8.5,78,0
81432039050,12/16/2021 10:36,-78.93806341,36.00346491,5,5,,5,5,,38,44,44,44,44,0.53,0,25.6,32,0
81432039053,12/16/2021 10:21,-78.93799635,36.00350901,7,8,,8,8,,64,75,75,75,75,0.5,0,8.2,79,0
81432039050,12/16/2021 10:21,-78.93806341,36.00346491,5,5,,5,5,,37,42,43,43,43,0.54,0,25.7,32,0
81432039053,12/16/2021 10:06,-78.93799635,36.00350901,7,7,,7,7,,59,69,69,69,69,0.5,0,7.8,80,0
81432039050,12/16/2021 10:06,-78.93806341,36.00346491,5,5,,5,5,,36,42,42,42,42,0.53,0,25.6,33,0
81432039050,12/16/2021 09:51,-78.93806341,36.00346491,5,5,,5,5,,36,42,43,43,43,0.51,0,25.6,33,0
81432039053,12/16/2021 09:51,-78.93799635,36.00350901,7,7,,7,7,,60,69,70,70,70,0.5,16,7.3,80,16
81432039053,12/16/2021 09:36,-78.93799635,36.00350901,6,7,,7,7,,59,68,69,69,69,0.5,0,7.0,79,0
81432039050,12/16/2021 09:36,-78.93806341,36.00346491,5,5,,5,5,,35,41,41,41,41,0.54,0,26.0,32,0
81432039053,12/16/2021 09:21,-78.93799635,36.00350901,7,7,,7,7,,60,69,70,70,70,0.5,0,6.9,80,0
81432039050,12/16/2021 09:21,-78.93806341,36.00346491,4,5,,5,5,,35,40,41,41,41,0.53,0,25.5,32,0
81432039053,12/16/2021 09:06,-78.93799635,36.00350901,6,7,,7,7,,57,67,67,67,67,0.5,0,6.9,79,0
81432039050,12/16/2021 09:06,-78.93806341,36.00346491,4,5,,5,5,,34,39,39,39,39,0.53,0,25.5,32,0
81432039053,12/16/2021 08:51,-78.93799635,36.00350901,6,7,,7,7,,57,66,67,67,67,0.49,0,6.7,81,0
81432039050,12/16/2021 08:51,-78.93806341,36.00346491,4,5,,5,5,,35,40,40,40,40,0.53,0,25.6,32,0
81432039053,12/16/2021 08:36,-78.93799635,36.00350901,6,7,,7,7,,60,69,70,70,70,0.5,0,6.1,80,0
81432039050,12/16/2021 08:36,-78.93806341,36.00346491,5,5,,5,5,,35,41,41,41,41,0.54,0,25.6,32,0
81432039053,12/16/2021 08:21,-78.93799635,36.00350901,7,7,,7,7,,64,75,75,75,75,0.49,0,6.1,79,0
81432039050,12/16/2021 08:21,-78.93806341,36.00346491,5,5,,5,5,,36,42,42,42,42,0.53,0,25.5,32,0
81432039053,12/16/2021 08:06,-78.93799635,36.00350901,7,8,,8,8,,66,77,77,77,77,0.49,0,6.3,80,0
81432039050,12/16/2021 08:06,-78.93806341,36.00346491,5,5,,5,5,,37,43,43,43,43,0.53,0,25.5,32,0
81432039050,12/16/2021 07:51,-78.93806341,36.00346491,5,5,,5,5,,37,43,44,44,44,0.54,0,25.5,32,0
81432039053,12/16/2021 07:51,-78.93799635,36.00350901,8,8,,8,8,,69,80,81,81,81,0.49,0,6.3,80,0
81432039050,12/16/2021 07:36,-78.93806341,36.00346491,5,5,,5,5,,38,44,44,44,44,0.53,0,25.6,32,0
81432039053,12/16/2021 07:36,-78.93799635,36.00350901,8,8,,8,8,,73,85,85,86,86,0.49,0,6.2,81,0
81432039050,12/16/2021 07:21,-78.93806341,36.00346491,4,5,,5,5,,35,41,41,41,41,0.53,0,25.6,32,0
81432039053,12/16/2021 07:21,-78.93799635,36.00350901,7,7,,7,7,,65,75,76,76,76,0.48,0,6.2,80,0
81432039050,12/16/2021 07:06,-78.93806341,36.00346491,4,4,,4,4,,32,37,37,37,37,0.52,0,25.6,31,0
81432039053,12/16/2021 07:06,-78.93799635,36.00350901,6,7,,7,7,,59,69,69,69,69,0.49,0,6.4,79,0
81432039053,12/16/2021 06:51,-78.93799635,36.00350901,6,6,,6,6,,54,63,63,63,63,0.49,0,6.6,79,0
81432039050,12/16/2021 06:51,-78.93806341,36.00346491,4,4,,4,4,,32,37,37,37,37,0.54,0,25.5,32,0
81432039053,12/16/2021 06:36,-78.93799635,36.00350901,6,6,,6,6,,54,63,64,64,64,0.49,0,6.7,78,0
81432039050,12/16/2021 06:36,-78.93806341,36.00346491,4,4,,4,4,,33,38,38,38,38,0.53,0,25.6,32,0
81432039050,12/16/2021 06:21,-78.93806341,36.00346491,4,5,,5,5,,34,39,39,39,39,0.54,0,26.1,32,0
81432039053,12/16/2021 06:21,-78.93799635,36.00350901,6,7,,7,7,,56,65,66,66,66,0.48,0,7.3,79,0
81432039050,12/16/2021 06:06,-78.93806341,36.00346491,4,4,,4,4,,33,38,38,38,38,0.52,0,25.6,33,0
81432039053,12/16/2021 06:06,-78.93799635,36.00350901,7,7,,7,7,,60,70,70,70,70,0.48,0,7.5,80,0
81432039050,12/16/2021 05:51,-78.93806341,36.00346491,4,4,,4,4,,29,33,33,34,34,0.53,0,25.6,32,0
81432039053,12/16/2021 05:51,-78.93799635,36.00350901,6,6,,6,6,,53,62,62,62,62,0.49,0,7.8,78,0
81432039050,12/16/2021 05:36,-78.93806341,36.00346491,4,4,,4,4,,28,33,33,33,33,0.53,0,25.5,32,8
81432039053,12/16/2021 05:36,-78.93799635,36.00350901,5,6,,6,6,,47,55,55,55,55,0.5,0,8.0,79,0
81432039050,12/16/2021 05:21,-78.93806341,36.00346491,4,4,,4,4,,28,32,32,32,32,0.54,0,25.4,33,0
81432039053,12/16/2021 05:21,-78.93799635,36.00350901,6,6,,6,6,,51,59,60,60,60,0.49,0,8.0,81,0
81432039050,12/16/2021 05:06,-78.93806341,36.00346491,4,4,,4,4,,28,32,32,32,32,0.54,0,25.4,33,0
81432039053,12/16/2021 05:06,-78.93799635,36.00350901,5,6,,6,6,,48,55,56,56,56,0.48,0,7.5,81,0
81432039050,12/16/2021 04:51,-78.93806341,36.00346491,4,4,,4,4,,29,34,34,34,34,0.51,0,25.5,33,0
81432039053,12/16/2021 04:51,-78.93799635,36.00350901,6,6,,6,6,,53,62,62,62,62,0.48,0,7.3,80,0
81432039050,12/16/2021 04:36,-78.93806341,36.00346491,4,4,,4,4,,30,35,36,36,36,0.52,0,25.5,33,0
81432039053,12/16/2021 04:36,-78.93799635,36.00350901,6,7,,7,7,,57,67,67,67,67,0.5,0,7.4,79,0
81432039053,12/16/2021 04:21,-78.93799635,36.00350901,7,7,,7,7,,60,69,70,70,70,0.49,0,7.7,79,0
81432039050,12/16/2021 04:21,-78.93806341,36.00346491,4,4,,4,4,,32,37,38,38,38,0.52,0,25.5,33,0
81432039053,12/16/2021 04:06,-78.93799635,36.00350901,7,8,,8,8,,65,75,76,76,76,0.49,0,7.7,80,0
81432039050,12/16/2021 04:06,-78.93806341,36.00346491,4,4,,4,4,,32,37,37,37,37,0.53,0,25.6,34,0
81432039050,12/16/2021 03:51,-78.93806341,36.00346491,4,4,,4,4,,27,32,32,32,32,0.5,0,25.5,34,0
81432039053,12/16/2021 03:51,-78.93799635,36.00350901,6,6,,6,6,,53,62,62,62,62,0.48,0,7.3,80,0
81432039053,12/16/2021 03:36,-78.93799635,36.00350901,5,5,,5,5,,42,48,49,49,49,0.5,0,7.3,78,0
81432039050,12/16/2021 03:36,-78.93806341,36.00346491,3,4,,4,4,,26,31,31,31,31,0.51,0,25.4,34,8
81432039053,12/16/2021 03:21,-78.93799635,36.00350901,5,5,,5,5,,41,47,48,48,48,0.49,0,7.7,78,0
81432039050,12/16/2021 03:21,-78.93806341,36.00346491,3,3,,3,3,,25,29,29,29,29,0.52,0,25.5,34,0
81432039050,12/16/2021 03:06,-78.93806341,36.00346491,3,3,,3,3,,23,27,27,27,27,0.53,0,25.6,33,0
81432039053,12/16/2021 03:06,-78.93799635,36.00350901,4,4,,4,4,,38,44,44,44,44,0.49,0,8.0,77,0
81432039050,12/16/2021 02:51,-78.93806341,36.00346491,3,3,,3,3,,23,26,27,27,27,0.54,0,25.9,34,0
81432039053,12/16/2021 02:51,-78.93799635,36.00350901,4,4,,4,4,,36,42,42,42,42,0.48,0,8.5,76,0
81432039050,12/16/2021 02:36,-78.93806341,36.00346491,3,3,,3,3,,24,28,28,28,28,0.52,0,26.1,34,0
81432039053,12/16/2021 02:36,-78.93799635,36.00350901,4,5,,5,5,,40,46,46,46,46,0.48,0,8.9,76,0
81432039050,12/16/2021 02:21,-78.93806341,36.00346491,3,3,,3,3,,21,25,25,25,25,0.53,0,25.5,34,0
81432039053,12/16/2021 02:21,-78.93799635,36.00350901,4,5,,5,5,,40,46,47,47,47,0.49,0,8.9,77,0
81432039053,12/16/2021 02:06,-78.93799635,36.00350901,4,4,,4,4,,33,38,38,38,38,0.49,0,8.9,77,0
81432039050,12/16/2021 02:06,-78.93806341,36.00346491,2,3,,3,3,,19,22,22,22,22,0.52,0,25.5,33,0
81432039050,12/16/2021 01:51,-78.93806341,36.00346491,2,2,,2,2,,18,21,21,21,21,0.51,0,25.4,34,0
81432039053,12/16/2021 01:51,-78.93799635,36.00350901,3,3,,3,3,,27,31,31,31,31,0.49,0,8.8,75,0
81432039050,12/16/2021 01:36,-78.93806341,36.00346491,2,3,,3,3,,18,21,22,22,22,0.54,0,25.5,34,0
81432039053,12/16/2021 01:36,-78.93799635,36.00350901,3,3,,3,3,,26,30,30,30,30,0.5,0,9.1,75,0
81432039050,12/16/2021 01:21,-78.93806341,36.00346491,3,3,,3,3,,21,24,24,24,24,0.54,0,25.6,34,0
81432039053,12/16/2021 01:21,-78.93799635,36.00350901,3,3,,3,3,,27,32,32,32,32,0.5,0,9.2,75,0
81432039053,12/16/2021 01:06,-78.93799635,36.00350901,4,4,,4,4,,36,41,42,42,42,0.51,0,9.5,75,0
81432039050,12/16/2021 01:06,-78.93806341,36.00346491,3,3,,3,3,,23,27,27,27,27,0.53,0,25.6,34,0
81432039050,12/16/2021 00:51,-78.93806341,36.00346491,3,3,,3,3,,20,24,24,24,24,0.53,0,25.6,33,0
81432039053,12/16/2021 00:51,-78.93799635,36.00350901,4,5,,5,5,,39,46,46,46,46,0.54,0,9.5,75,0
81432039050,12/16/2021 00:36,-78.93806341,36.00346491,2,2,,2,2,,18,21,21,21,21,0.54,0,25.6,33,0
81432039053,12/16/2021 00:36,-78.93799635,36.00350901,3,3,,3,3,,28,33,33,33,33,0.5,0,9.5,73,0
81432039050,12/16/2021 00:21,-78.93806341,36.00346491,2,2,,2,2,,18,21,22,22,22,0.54,0,25.6,34,0
81432039053,12/16/2021 00:21,-78.93799635,36.00350901,3,3,,3,3,,26,30,31,31,31,0.5,0,10.0,72,0
81432039050,12/16/2021 00:06,-78.93806341,36.00346491,2,2,,2,2,,18,20,20,21,21,0.53,0,25.6,34,0
81432039053,12/16/2021 00:06,-78.93799635,36.00350901,3,3,,3,3,,29,33,33,33,33,0.51,0,10.4,71,0
81432039050,12/15/2021 23:51,-78.93806341,36.00346491,2,2,,2,2,,18,20,20,20,20,0.54,0,25.7,34,0
81432039053,12/15/2021 23:51,-78.93799635,36.00350901,3,3,,3,3,,24,28,28,28,28,0.5,0,10.8,68,0
81432039053,12/15/2021 23:36,-78.93799635,36.00350901,3,3,,3,3,,24,28,28,28,28,0.5,0,11.1,67,0
81432039050,12/15/2021 23:36,-78.93806341,36.00346491,2,2,,2,2,,17,20,20,20,20,0.52,0,25.6,34,0
81432039050,12/15/2021 23:21,-78.93806341,36.00346491,2,3,,3,3,,19,22,22,22,22,0.53,0,25.6,33,0
