Serial Number,Timestamp,Longitude,Latitude,PM1.0,PM2.5,Applied PM2.5 Custom Calibration Factor,PM4.0,PM10,Applied PM10 Custom Calibration Factor,PM0.5 NC,PM1.0 NC,PM2.5 NC,PM4.0 NC,PM10 NC,Typical Particle Size,PM Sensor Status,Temperature,Relative Humidity,Device Status
,UTC,,,ug/m3,ug/m3,,ug/m3,ug/m3,,#/cm3,#/cm3,#/cm3,#/cm3,#/cm3,um,,Celsius,%,
81432039050,02/25/2022 12:07,-78.93806341,36.00346491,0,0,,0,0,,2,3,3,3,3,0.48,0,25.3,35,0
81432039074,02/25/2022 12:21,-78.93817,36.0036,2,2,,3,3,,16,20,20,20,20,0.76,0,7.9,85,0
81432039050,02/25/2022 12:22,-78.93806341,36.00346491,0,0,,0,0,,2,3,3,3,3,0.48,0,25.3,35,0
81432039072,02/25/2022 12:22,-78.938232,36.001427,2,2,,3,3,,16,19,20,20,20,0.77,0,8.0,85,0
81432039053,02/25/2022 12:22,-78.93799635,36.00350901,2,2,,3,3,,21,24,24,24,24,0.57,0,8.2,84,0
81432039074,02/25/2022 12:36,-78.93817,36.0036,2,3,,3,3,,19,23,23,23,23,0.77,0,8.2,85,0
81432039072,02/25/2022 12:37,-78.938232,36.001427,2,3,,3,3,,18,22,22,22,22,0.78,0,8.2,85,0
81432039053,02/25/2022 12:37,-78.93799635,36.00350901,3,3,,3,3,,23,27,27,27,27,0.57,0,8.5,84,0
81432039050,02/25/2022 12:37,-78.93806341,36.00346491,0,0,,0,0,,3,3,3,3,3,0.5,0,25.3,35,0
81432039074,02/25/2022 12:51,-78.93817,36.0036,3,3,,4,4,,22,27,28,28,28,0.79,0,8.3,85,0
81432039072,02/25/2022 12:52,-78.938232,36.001427,3,3,,4,4,,22,27,27,27,28,0.79,0,8.4,84,0
81432039053,02/25/2022 12:52,-78.93799635,36.00350901,3,3,,3,3,,27,31,31,31,31,0.55,0,8.6,84,0
81432039050,02/25/2022 12:52,-78.93806341,36.00346491,0,0,,0,0,,3,4,4,4,4,0.5,0,25.3,36,0
81432039074,02/25/2022 13:06,-78.93817,36.0036,3,4,,5,5,,25,31,32,32,32,0.82,0,8.4,85,0
81432039053,02/25/2022 13:07,-78.93799635,36.00350901,3,4,,4,4,,31,36,36,36,36,0.57,0,8.7,84,0
81432039050,02/25/2022 13:07,-78.93806341,36.00346491,1,1,,1,1,,5,5,5,5,5,0.53,0,25.3,36,0
81432039072,02/25/2022 13:07,-78.938232,36.001427,3,4,,5,5,,24,29,30,31,31,0.81,0,8.5,84,0
81432039074,02/25/2022 13:21,-78.93817,36.0036,3,4,,5,5,,26,32,33,33,33,0.79,0,8.7,85,0
81432039072,02/25/2022 13:22,-78.938232,36.001427,3,4,,5,5,,26,31,33,33,33,0.8,0,8.8,84,0
81432039050,02/25/2022 13:22,-78.93806341,36.00346491,1,1,,1,1,,5,6,6,6,6,0.57,0,25.3,35,0
81432039053,02/25/2022 13:22,-78.93799635,36.00350901,4,4,,4,4,,33,38,38,38,38,0.58,0,9.0,84,0
81432039074,02/25/2022 13:36,-78.93817,36.0036,4,5,,5,5,,29,35,36,37,37,0.8,0,9.1,84,0
81432039072,02/25/2022 13:37,-78.938232,36.001427,3,5,,5,5,,27,34,35,35,35,0.81,0,9.2,84,0
81432039050,02/25/2022 13:37,-78.93806341,36.00346491,1,1,,1,1,,4,5,5,5,5,0.59,0,25.3,35,0
81432039053,02/25/2022 13:37,-78.93799635,36.00350901,4,4,,4,4,,34,40,40,40,40,0.59,0,9.4,83,0
81432039074,02/25/2022 13:51,-78.93817,36.0036,4,5,,5,5,,31,37,38,38,38,0.76,0,9.6,84,0
81432039050,02/25/2022 13:52,-78.93806341,36.00346491,1,1,,1,1,,5,5,5,5,5,0.56,0,25.3,34,0
81432039072,02/25/2022 13:52,-78.938232,36.001427,4,5,,5,5,,30,36,37,37,37,0.77,0,9.7,83,0
81432039053,02/25/2022 13:52,-78.93799635,36.00350901,4,5,,5,5,,37,43,44,44,44,0.59,0,9.8,83,0
81432039074,02/25/2022 14:06,-78.93817,36.0036,5,6,,6,6,,43,52,52,52,53,0.71,0,10.1,83,8
81432039053,02/25/2022 14:07,-78.93799635,36.00350901,6,6,,6,6,,51,59,59,59,60,0.58,0,10.2,82,0
81432039072,02/25/2022 14:07,-78.938232,36.001427,5,6,,6,7,,43,51,52,52,52,0.73,0,10.1,83,0
81432039050,02/25/2022 14:07,-78.93806341,36.00346491,1,1,,1,1,,5,6,6,6,6,0.54,0,25.3,35,0
81432039074,02/25/2022 14:21,-78.93817,36.0036,5,6,,6,6,,42,50,51,51,51,0.72,0,10.6,82,0
81432039050,02/25/2022 14:22,-78.93806341,36.00346491,1,1,,1,1,,7,8,8,8,8,0.54,0,25.3,35,8
81432039072,02/25/2022 14:22,-78.938232,36.001427,5,6,,6,6,,42,50,50,50,50,0.69,0,10.6,82,0
81432039053,02/25/2022 14:22,-78.93799635,36.00350901,6,6,,6,6,,49,57,58,58,58,0.58,0,10.7,82,0
81432039074,02/25/2022 14:36,-78.93817,36.0036,5,5,,6,6,,39,47,47,47,47,0.72,0,11.0,82,0
81432039050,02/25/2022 14:37,-78.93806341,36.00346491,1,1,,1,1,,7,8,8,8,8,0.54,0,25.4,35,0
81432039053,02/25/2022 14:37,-78.93799635,36.00350901,5,6,,6,6,,47,54,55,55,55,0.59,0,11.1,82,0
81432039072,02/25/2022 14:37,-78.938232,36.001427,5,5,,6,6,,38,46,47,47,47,0.7,0,11.1,81,0
81432039074,02/25/2022 14:51,-78.93817,36.0036,6,6,,7,7,,46,55,55,56,56,0.71,0,11.4,82,0
81432039053,02/25/2022 14:52,-78.93799635,36.00350901,6,6,,7,7,,52,61,61,61,61,0.57,0,11.5,82,0
81432039050,02/25/2022 14:52,-78.93806341,36.00346491,1,1,,1,1,,7,8,8,8,8,0.52,0,25.3,35,0
81432039072,02/25/2022 14:52,-78.938232,36.001427,5,6,,7,7,,45,53,54,54,54,0.72,0,11.8,80,0
81432039074,02/25/2022 15:06,-78.93817,36.0036,5,6,,7,7,,44,53,54,54,54,0.72,0,12.0,81,0
81432039053,02/25/2022 15:07,-78.93799635,36.00350901,6,7,,7,7,,53,61,62,62,62,0.55,0,12.0,81,0
81432039050,02/25/2022 15:07,-78.93806341,36.00346491,1,1,,1,1,,8,9,9,9,9,0.51,0,25.3,35,0
81432039072,02/25/2022 15:07,-78.938232,36.001427,5,6,,6,7,,43,51,52,52,52,0.7,16,12.2,80,16
81432039074,02/25/2022 15:21,-78.93817,36.0036,6,6,,7,7,,45,54,55,55,55,0.71,0,12.0,80,0
81432039050,02/25/2022 15:22,-78.93806341,36.00346491,1,1,,1,1,,8,9,9,9,9,0.51,0,25.3,36,0
81432039072,02/25/2022 15:22,-78.938232,36.001427,5,6,,7,7,,43,52,53,53,53,0.74,0,12.2,80,0
81432039053,02/25/2022 15:22,-78.93799635,36.00350901,6,6,,7,7,,52,61,61,61,61,0.55,0,12.1,80,0
81432039074,02/25/2022 15:36,-78.93817,36.0036,6,7,,8,8,,52,63,64,64,64,0.72,0,11.6,83,0
81432039072,02/25/2022 15:37,-78.938232,36.001427,6,7,,8,8,,49,59,60,60,60,0.72,0,11.7,83,0
81432039053,02/25/2022 15:37,-78.93799635,36.00350901,7,7,,7,7,,59,69,70,70,70,0.56,0,11.7,82,0
81432039050,02/25/2022 15:37,-78.93806341,36.00346491,1,1,,1,1,,9,11,11,11,11,0.52,0,25.3,36,0
81432039074,02/25/2022 15:51,-78.93817,36.0036,6,7,,8,8,,52,62,63,63,63,0.71,0,12.1,84,0
81432039050,02/25/2022 15:52,-78.93806341,36.00346491,1,1,,1,1,,10,12,12,12,12,0.54,0,25.3,37,0
81432039072,02/25/2022 15:52,-78.938232,36.001427,6,7,,8,8,,51,61,62,62,62,0.71,0,12.3,83,0
81432039053,02/25/2022 15:52,-78.93799635,36.00350901,7,8,,8,8,,60,70,71,71,71,0.56,0,12.2,83,0
81432039074,02/25/2022 16:06,-78.93817,36.0036,7,8,,8,9,,57,68,69,69,69,0.72,0,12.4,83,0
81432039053,02/25/2022 16:07,-78.93799635,36.00350901,8,8,,8,8,,65,76,77,77,77,0.57,0,12.6,83,0
81432039050,02/25/2022 16:07,-78.93806341,36.00346491,1,2,,2,2,,12,14,14,14,14,0.54,0,25.3,37,0
81432039072,02/25/2022 16:07,-78.938232,36.001427,7,8,,8,8,,55,65,66,67,67,0.7,0,12.6,82,0
81432039074,02/25/2022 16:21,-78.93817,36.0036,7,9,,9,9,,60,72,73,73,73,0.73,0,12.9,83,0
81432039050,02/25/2022 16:22,-78.93806341,36.00346491,2,2,,2,2,,13,15,15,15,15,0.54,0,25.3,38,0
81432039072,02/25/2022 16:22,-78.938232,36.001427,7,9,,9,9,,59,71,72,72,72,0.73,0,13.1,82,0
81432039053,02/25/2022 16:22,-78.93799635,36.00350901,8,9,,9,9,,68,80,80,80,80,0.55,0,13.0,82,0
81432039074,02/25/2022 16:36,-78.93817,36.0036,7,8,,8,8,,59,70,71,71,71,0.69,0,13.4,80,0
81432039050,02/25/2022 16:37,-78.93806341,36.00346491,2,2,,2,2,,14,17,17,17,17,0.56,0,25.3,37,0
81432039053,02/25/2022 16:37,-78.93799635,36.00350901,8,8,,9,9,,67,78,78,78,78,0.55,0,13.5,80,0
81432039072,02/25/2022 16:37,-78.938232,36.001427,7,8,,8,8,,58,69,70,70,70,0.69,0,13.5,80,0
81432039074,02/25/2022 16:51,-78.93817,36.0036,8,8,,9,9,,61,72,73,73,73,0.7,0,13.6,78,0
81432039050,02/25/2022 16:52,-78.93806341,36.00346491,2,2,,2,2,,14,17,17,17,17,0.56,0,25.3,38,0
81432039053,02/25/2022 16:52,-78.93799635,36.00350901,8,9,,9,9,,69,81,81,81,81,0.55,0,13.6,78,0
81432039072,02/25/2022 16:52,-78.938232,36.001427,7,8,,9,9,,59,70,71,71,71,0.71,0,13.7,78,0
81432039074,02/25/2022 17:06,-78.93817,36.0036,8,9,,9,9,,62,74,75,75,75,0.71,0,13.9,78,0
81432039050,02/25/2022 17:07,-78.93806341,36.00346491,2,2,,2,2,,16,18,18,18,18,0.56,0,25.3,38,0
81432039053,02/25/2022 17:07,-78.93799635,36.00350901,8,9,,9,9,,71,83,83,83,83,0.55,0,13.9,78,0
81432039072,02/25/2022 17:07,-78.938232,36.001427,8,9,,9,9,,61,72,74,74,74,0.71,0,14.0,77,0
81432039074,02/25/2022 17:21,-78.93817,36.0036,8,9,,9,9,,62,74,75,75,75,0.7,0,15.1,74,0
81432039072,02/25/2022 17:22,-78.938232,36.001427,8,9,,9,9,,62,73,74,74,74,0.69,0,15.2,74,0
81432039053,02/25/2022 17:22,-78.93799635,36.00350901,8,9,,9,9,,71,83,83,83,83,0.55,0,14.9,76,0
81432039050,02/25/2022 17:22,-78.93806341,36.00346491,2,2,,2,2,,17,19,20,20,20,0.57,0,25.3,38,0
81432039074,02/25/2022 17:36,-78.93817,36.0036,8,9,,9,9,,62,74,75,75,75,0.68,0,16.3,70,0
81432039053,02/25/2022 17:37,-78.93799635,36.00350901,9,9,,9,9,,71,83,83,83,83,0.54,0,16.1,72,0
81432039072,02/25/2022 17:37,-78.938232,36.001427,8,9,,9,9,,63,74,75,75,75,0.69,0,16.4,70,0
81432039050,02/25/2022 17:37,-78.93806341,36.00346491,2,2,,2,2,,18,20,21,21,21,0.56,0,25.3,38,0
81432039074,02/25/2022 17:51,-78.93817,36.0036,9,9,,10,10,,67,80,80,81,81,0.68,0,17.4,67,0
81432039050,02/25/2022 17:52,-78.93806341,36.00346491,2,3,,3,3,,19,22,22,22,22,0.55,0,25.3,38,0
81432039072,02/25/2022 17:52,-78.938232,36.001427,8,9,,10,10,,66,79,80,80,80,0.68,0,17.3,67,0
81432039053,02/25/2022 17:52,-78.93799635,36.00350901,9,10,,10,10,,75,87,88,88,88,0.54,0,16.9,69,0
81432039074,02/25/2022 18:06,-78.93817,36.0036,9,10,,10,10,,70,82,83,83,83,0.67,0,17.8,66,0
81432039050,02/25/2022 18:07,-78.93806341,36.00346491,3,3,,3,3,,21,24,24,24,24,0.56,0,25.4,38,0
81432039053,02/25/2022 18:07,-78.93799635,36.00350901,9,10,,10,10,,78,90,91,91,91,0.52,0,17.3,69,0
81432039072,02/25/2022 18:07,-78.938232,36.001427,9,10,,10,10,,70,82,83,83,83,0.67,0,17.6,67,0
81432039074,02/25/2022 18:21,-78.93817,36.0036,9,10,,10,10,,71,84,84,84,84,0.65,0,20.2,60,0
81432039050,02/25/2022 18:22,-78.93806341,36.00346491,3,3,,3,3,,23,26,26,26,26,0.56,0,25.3,37,0
81432039053,02/25/2022 18:22,-78.93799635,36.00350901,10,10,,10,10,,78,91,91,91,91,0.52,0,19.3,64,0
81432039072,02/25/2022 18:22,-78.938232,36.001427,9,10,,10,10,,70,83,84,84,84,0.66,0,19.3,63,0
81432039074,02/25/2022 18:36,-78.93817,36.0036,9,10,,10,10,,69,82,82,82,82,0.65,0,21.4,56,0
81432039053,02/25/2022 18:37,-78.93799635,36.00350901,9,10,,10,10,,74,86,87,87,87,0.52,0,20.4,60,0
81432039050,02/25/2022 18:37,-78.93806341,36.00346491,3,3,,3,3,,24,28,28,28,28,0.55,0,25.3,37,0
81432039072,02/25/2022 18:37,-78.938232,36.001427,9,10,,10,10,,70,83,84,84,84,0.65,0,19.9,61,0
81432039074,02/25/2022 18:51,-78.93817,36.0036,9,9,,9,9,,65,77,77,78,78,0.63,0,22.8,53,0
81432039053,02/25/2022 18:52,-78.93799635,36.00350901,9,9,,9,9,,69,80,80,80,80,0.5,0,21.7,57,0
81432039072,02/25/2022 18:52,-78.938232,36.001427,9,9,,9,9,,66,78,78,78,78,0.64,0,21.0,59,0
81432039050,02/25/2022 18:52,-78.93806341,36.00346491,3,3,,3,3,,24,28,28,28,28,0.56,0,25.2,37,0
81432039074,02/25/2022 19:06,-78.93817,36.0036,8,9,,9,9,,62,73,73,73,73,0.63,0,23.4,52,0
81432039072,02/25/2022 19:07,-78.938232,36.001427,8,9,,9,9,,63,74,74,75,75,0.62,16,22.0,56,16
81432039053,02/25/2022 19:07,-78.93799635,36.00350901,8,9,,9,9,,65,75,75,75,76,0.5,0,22.3,56,0
81432039050,02/25/2022 19:07,-78.93806341,36.00346491,3,3,,3,3,,25,29,29,29,29,0.56,0,25.2,37,4
81432039074,02/25/2022 19:21,-78.93817,36.0036,7,8,,8,8,,53,63,63,63,63,0.61,0,25.3,46,0
81432039072,02/25/2022 19:22,-78.938232,36.001427,7,8,,8,8,,54,64,64,64,64,0.61,0,23.3,52,0
81432039053,02/25/2022 19:22,-78.93799635,36.00350901,7,8,,8,8,,56,65,65,65,65,0.47,0,23.9,51,0
81432039050,02/25/2022 19:22,-78.93806341,36.00346491,3,3,,3,3,,24,28,28,28,28,0.55,0,25.2,37,0
81432039074,02/25/2022 19:36,-78.93817,36.0036,7,7,,7,7,,49,58,58,58,58,0.59,0,26.0,45,0
81432039053,02/25/2022 19:37,-78.93799635,36.00350901,6,7,,7,7,,49,57,57,57,57,0.48,0,24.7,50,0
81432039050,02/25/2022 19:37,-78.93806341,36.00346491,3,3,,3,3,,25,29,30,30,30,0.56,0,25.3,37,0
81432039072,02/25/2022 19:37,-78.938232,36.001427,7,7,,7,7,,49,58,58,58,58,0.59,0,23.9,52,0
81432039074,02/25/2022 19:51,-78.93817,36.0036,7,8,,8,8,,52,61,61,61,61,0.59,0,28.7,41,0
81432039053,02/25/2022 19:52,-78.93799635,36.00350901,7,7,,7,7,,52,60,61,61,61,0.48,0,27.2,44,0
81432039050,02/25/2022 19:52,-78.93806341,36.00346491,3,4,,4,4,,27,31,31,31,31,0.57,0,25.3,37,0
81432039072,02/25/2022 19:52,-78.938232,36.001427,7,8,,8,8,,52,62,62,62,62,0.6,0,26.0,47,0
81432039074,02/25/2022 20:06,-78.93817,36.0036,7,8,,8,8,,52,61,61,61,61,0.58,0,28.5,40,0
81432039050,02/25/2022 20:07,-78.93806341,36.00346491,3,4,,4,4,,27,32,32,32,32,0.58,0,25.3,37,0
81432039053,02/25/2022 20:07,-78.93799635,36.00350901,7,7,,7,7,,49,57,58,58,58,0.48,0,27.1,44,8
81432039072,02/25/2022 20:07,-78.938232,36.001427,7,7,,7,7,,52,61,61,61,61,0.59,0,26.1,47,0
81432039074,02/25/2022 20:21,-78.93817,36.0036,6,7,,7,7,,44,52,53,53,53,0.57,0,28.1,40,0
81432039072,02/25/2022 20:22,-78.938232,36.001427,6,6,,6,6,,44,52,52,52,52,0.57,0,26.1,46,0
81432039050,02/25/2022 20:22,-78.93806341,36.00346491,3,4,,4,4,,26,30,31,31,31,0.56,0,25.3,37,0
81432039053,02/25/2022 20:22,-78.93799635,36.00350901,6,6,,6,6,,42,49,49,49,49,0.48,0,27.2,43,0
81432039074,02/25/2022 20:36,-78.93817,36.0036,5,5,,5,5,,36,42,43,43,43,0.57,0,26.9,41,0
81432039053,02/25/2022 20:37,-78.93799635,36.00350901,5,5,,5,5,,37,43,43,43,43,0.47,0,26.2,44,0
81432039072,02/25/2022 20:37,-78.938232,36.001427,5,5,,5,5,,37,43,44,44,44,0.56,0,25.4,45,0
81432039050,02/25/2022 20:37,-78.93806341,36.00346491,3,3,,3,3,,23,27,27,27,27,0.55,0,25.3,37,0
81432039074,02/25/2022 20:51,-78.93817,36.0036,5,5,,5,5,,38,44,44,44,44,0.57,0,24.9,45,0
81432039072,02/25/2022 20:52,-78.938232,36.001427,5,5,,5,5,,36,43,43,43,43,0.58,0,24.1,48,0
81432039050,02/25/2022 20:52,-78.93806341,36.00346491,3,3,,3,3,,22,25,26,26,26,0.56,0,25.3,37,0
81432039053,02/25/2022 20:52,-78.93799635,36.00350901,5,5,,5,5,,37,42,43,43,43,0.48,0,24.4,48,0
81432039074,02/25/2022 21:06,-78.93817,36.0036,5,5,,5,5,,35,41,41,41,41,0.57,0,24.7,45,0
81432039053,02/25/2022 21:07,-78.93799635,36.00350901,4,5,,5,5,,34,39,40,40,40,0.48,0,24.2,47,8
81432039072,02/25/2022 21:07,-78.938232,36.001427,5,5,,5,5,,35,41,41,41,41,0.57,0,23.8,47,8
81432039050,02/25/2022 21:07,-78.93806341,36.00346491,3,3,,3,3,,21,25,25,25,25,0.56,0,25.3,37,0
81432039074,02/25/2022 21:21,-78.93817,36.0036,5,5,,5,5,,36,42,42,42,42,0.58,0,24.3,46,0
81432039050,02/25/2022 21:22,-78.93806341,36.00346491,3,3,,3,3,,21,24,24,24,24,0.55,0,25.2,37,0
81432039053,02/25/2022 21:22,-78.93799635,36.00350901,5,5,,5,5,,36,41,42,42,42,0.47,0,23.8,49,0
81432039072,02/25/2022 21:22,-78.938232,36.001427,5,5,,5,5,,36,42,43,43,43,0.57,0,23.4,49,0
81432039074,02/25/2022 21:36,-78.93817,36.0036,4,5,,5,5,,33,39,40,40,40,0.58,0,22.6,48,0
81432039053,02/25/2022 21:37,-78.93799635,36.00350901,4,4,,4,4,,32,38,38,38,38,0.47,0,22.4,50,0
81432039072,02/25/2022 21:37,-78.938232,36.001427,4,5,,5,5,,33,39,39,39,39,0.57,0,22.1,51,0
81432039050,02/25/2022 21:37,-78.93806341,36.00346491,3,3,,3,3,,20,23,23,23,23,0.56,0,25.2,37,0
81432039074,02/25/2022 21:51,-78.93817,36.0036,4,5,,5,5,,33,39,39,39,39,0.58,0,22.1,50,0
81432039050,02/25/2022 21:52,-78.93806341,36.00346491,2,2,,2,2,,18,21,21,21,21,0.54,0,25.1,37,0
81432039053,02/25/2022 21:52,-78.93799635,36.00350901,4,4,,4,4,,33,38,38,38,38,0.49,0,22.2,52,0
81432039072,02/25/2022 21:52,-78.938232,36.001427,4,5,,5,5,,34,40,40,40,40,0.59,0,21.7,52,0
81432039074,02/25/2022 22:06,-78.93817,36.0036,4,5,,5,5,,34,40,40,40,40,0.58,0,21.5,53,0
81432039072,02/25/2022 22:07,-78.938232,36.001427,4,5,,5,5,,34,39,40,40,40,0.56,0,21.1,55,0
81432039053,02/25/2022 22:07,-78.93799635,36.00350901,4,4,,4,4,,34,39,39,39,39,0.48,0,21.5,54,8
81432039050,02/25/2022 22:07,-78.93806341,36.00346491,2,2,,2,3,,18,21,21,21,21,0.58,0,25.1,37,0
81432039074,02/25/2022 22:21,-78.93817,36.0036,4,5,,5,5,,33,39,39,39,39,0.57,0,22.8,50,8
81432039072,02/25/2022 22:22,-78.938232,36.001427,4,5,,5,5,,34,40,40,40,40,0.57,0,22.4,52,0
81432039053,02/25/2022 22:22,-78.93799635,36.00350901,4,5,,5,5,,34,39,39,39,39,0.47,0,22.6,53,0
81432039050,02/25/2022 22:22,-78.93806341,36.00346491,2,3,,3,3,,19,22,22,22,22,0.57,0,25.2,37,0
81432039074,02/25/2022 22:36,-78.93817,36.0036,4,5,,5,5,,34,40,40,40,40,0.57,0,22.5,51,0
81432039072,02/25/2022 22:37,-78.938232,36.001427,4,5,,5,5,,33,39,39,39,39,0.58,0,22.0,53,0
81432039050,02/25/2022 22:37,-78.93806341,36.00346491,2,3,,3,3,,19,22,22,22,22,0.56,0,25.2,37,0
81432039053,02/25/2022 22:37,-78.93799635,36.00350901,4,4,,4,4,,33,38,38,38,38,0.49,0,22.3,53,0
81432039074,02/25/2022 22:51,-78.93817,36.0036,5,5,,5,5,,35,41,41,41,41,0.58,0,20.4,56,0
81432039072,02/25/2022 22:52,-78.938232,36.001427,5,5,,5,5,,35,41,42,42,42,0.59,0,19.7,59,0
81432039053,02/25/2022 22:52,-78.93799635,36.00350901,4,5,,5,5,,35,40,41,41,41,0.48,0,20.5,57,0
81432039050,02/25/2022 22:52,-78.93806341,36.00346491,2,2,,2,2,,18,21,21,21,21,0.58,0,25.1,37,0
81432039074,02/25/2022 23:06,-78.93817,36.0036,5,5,,5,5,,36,43,43,43,43,0.6,0,18.1,63,0
81432039050,02/25/2022 23:07,-78.93806341,36.00346491,2,3,,3,3,,19,22,22,22,22,0.57,0,25.1,37,0
81432039072,02/25/2022 23:07,-78.938232,36.001427,5,5,,5,5,,37,44,44,44,44,0.58,0,17.8,65,8
81432039053,02/25/2022 23:07,-78.93799635,36.00350901,5,5,,5,5,,37,43,43,43,43,0.48,0,18.5,63,8
